config,dataset,sim,jobid,color,min,avg,max,nonzero,nzavg
2blues,4jobs-2,sim22,1,g,0.000,16.319,107.632,21564,16.347
2blues,4jobs-2,sim22,1,k,1.305,14.548,78.807,21600,14.548
2blues,4jobs-2,sim22,2,T,0.000,7.391,88.032,45636,7.405
2blues,4jobs-2,sim22,2,b,0.000,5.316,19.778,2448,5.472
2blues,4jobs-2,sim22,2,g,0.000,8.277,88.032,21588,8.281
2blues,4jobs-2,sim22,2,k,0.023,6.748,54.609,21600,6.748
2blues,4jobs-2,sim22,3,T,0.000,60.408,351.952,45696,60.440
2blues,4jobs-2,sim22,3,b,0.000,152.893,351.952,2496,154.363
2blues,4jobs-2,sim22,3,g,2.055,59.373,239.351,21600,59.373
2blues,4jobs-2,sim22,3,k,7.452,50.653,189.439,21600,50.653
2blues,4jobs-2,sim22,4,T,0.015,4.108,21.317,45720,4.108
2blues,4jobs-2,sim22,4,b,0.039,4.493,21.317,2520,4.493
2blues,4jobs-2,sim22,4,g,0.015,4.531,20.880,21600,4.531
2blues,4jobs-2,sim22,4,k,0.030,3.640,12.513,21600,3.640
2blues,4jobs-2,sim23,0,T,0.769,28.602,205.651,45720,28.602
2blues,4jobs-2,sim23,0,b,0.769,75.647,205.651,2520,75.647
2blues,4jobs-2,sim23,0,g,1.884,27.821,99.835,21600,27.821
2blues,4jobs-2,sim23,0,k,3.926,23.894,76.272,21600,23.894
2blues,4jobs-2,sim23,1,T,0.000,18.530,194.628,45540,18.603
2blues,4jobs-2,sim23,1,b,0.000,67.583,194.628,2376,71.679
2blues,4jobs-2,sim23,1,g,0.000,16.567,99.399,21564,16.594
2blues,4jobs-2,sim23,1,k,1.453,14.770,73.891,21600,14.770
2blues,4jobs-2,sim23,2,T,0.000,7.454,69.843,45636,7.468
2blues,4jobs-2,sim23,2,b,0.000,5.213,24.796,2448,5.366
2blues,4jobs-2,sim23,2,g,0.000,8.322,69.843,21588,8.327
2blues,4jobs-2,sim23,2,k,0.035,6.847,47.671,21600,6.847
2blues,4jobs-2,sim23,3,T,0.000,2.065,19.860,45696,2.066
2blues,4jobs-2,sim23,3,b,0.000,2.605,8.910,2496,2.630
2blues,4jobs-2,sim23,3,g,0.012,2.283,19.860,21600,2.283
2blues,4jobs-2,sim23,3,k,0.104,1.783,10.859,21600,1.783
2blues,4jobs-2,sim23,4,T,0.000,0.554,4.157,45720,0.554
2blues,4jobs-2,sim23,4,b,0.011,0.246,1.358,2520,0.246
2blues,4jobs-2,sim23,4,g,0.000,0.649,4.157,21600,0.649
2blues,4jobs-2,sim23,4,k,0.000,0.494,1.851,21600,0.494
2blues,4jobs-2,sim24,0,T,33.472,135.325,387.256,45720,135.325
2blues,4jobs-2,sim24,0,b,136.329,306.808,387.256,2520,306.808
2blues,4jobs-2,sim24,0,g,33.472,136.286,273.337,21600,136.286
2blues,4jobs-2,sim24,0,k,34.795,114.358,215.673,21600,114.358
2blues,4jobs-2,sim24,1,T,0.000,17.095,305.607,45540,17.162
2blues,4jobs-2,sim24,1,b,0.000,61.867,305.607,2376,65.616
2blues,4jobs-2,sim24,1,g,0.000,15.310,114.179,21564,15.336
2blues,4jobs-2,sim24,1,k,1.669,13.656,77.895,21600,13.656
2blues,4jobs-2,sim24,2,T,0.000,7.312,101.572,45636,7.325
2blues,4jobs-2,sim24,2,b,0.000,5.339,21.297,2448,5.496
2blues,4jobs-2,sim24,2,g,0.000,8.230,101.572,21588,8.235
2blues,4jobs-2,sim24,2,k,0.102,6.623,58.702,21600,6.623
2blues,4jobs-2,sim24,3,T,0.000,2.005,25.258,45696,2.007
2blues,4jobs-2,sim24,3,b,0.000,2.488,20.053,2496,2.512
2blues,4jobs-2,sim24,3,g,0.021,2.231,25.258,21600,2.231
2blues,4jobs-2,sim24,3,k,0.081,1.723,11.905,21600,1.723
2blues,4jobs-2,sim24,4,T,7.719,108.913,375.720,45720,108.913
2blues,4jobs-2,sim24,4,b,7.719,237.114,375.720,2520,237.114
2blues,4jobs-2,sim24,4,g,14.129,110.514,267.924,21600,110.514
2blues,4jobs-2,sim24,4,k,17.943,92.356,208.735,21600,92.356
2blues,4jobs-2,sim3,0,T,18.892,128.431,379.767,45720,128.431
2blues,4jobs-2,sim3,0,b,133.022,301.662,379.767,2520,301.662
2blues,4jobs-2,sim3,0,g,18.892,128.486,272.072,21600,128.486
2blues,4jobs-2,sim3,0,k,24.451,108.167,215.402,21600,108.167
2blues,4jobs-2,sim3,1,T,0.000,17.110,309.039,45540,17.178
2blues,4jobs-2,sim3,1,b,0.000,61.802,309.039,2376,65.547
2blues,4jobs-2,sim3,1,g,0.000,15.341,114.846,21564,15.367
2blues,4jobs-2,sim3,1,k,1.689,13.665,78.006,21600,13.665
2blues,4jobs-2,sim3,2,T,0.000,0.132,4.468,45634,0.133
2blues,4jobs-2,sim3,2,b,0.000,0.106,0.468,2448,0.109
2blues,4jobs-2,sim3,2,g,0.000,0.155,4.468,21586,0.156
2blues,4jobs-2,sim3,2,k,0.001,0.112,1.787,21600,0.112
2blues,4jobs-2,sim3,3,T,0.000,2.064,23.583,45696,2.065
2blues,4jobs-2,sim3,3,b,0.000,2.479,19.745,2496,2.503
2blues,4jobs-2,sim3,3,g,0.022,2.285,23.583,21600,2.285
2blues,4jobs-2,sim3,3,k,0.071,1.795,11.704,21600,1.795
2blues,4jobs-2,sim3,4,T,8.288,109.125,375.695,45720,109.125
2blues,4jobs-2,sim3,4,b,8.288,237.274,375.695,2520,237.274
2blues,4jobs-2,sim3,4,g,14.836,110.704,267.198,21600,110.704
2blues,4jobs-2,sim3,4,k,17.752,92.594,209.069,21600,92.594
2blues,4jobs-2,sim4,0,T,3.431,48.323,210.733,45720,48.323
2blues,4jobs-2,sim4,0,b,7.140,78.764,210.733,2520,78.764
2blues,4jobs-2,sim4,0,g,3.431,52.163,101.669,21600,52.163
2blues,4jobs-2,sim4,0,k,6.074,40.931,76.789,21600,40.931
2blues,4jobs-2,sim4,1,T,0.000,18.326,200.694,45540,18.398
2blues,4jobs-2,sim4,1,b,0.000,66.734,200.694,2376,70.778
2blues,4jobs-2,sim4,1,g,0.000,16.388,99.504,21564,16.415
2blues,4jobs-2,sim4,1,k,1.320,14.616,73.948,21600,14.616
2blues,4jobs-2,sim4,2,T,0.000,0.131,4.203,45635,0.131
2blues,4jobs-2,sim4,2,b,0.000,0.100,2.106,2448,0.103
2blues,4jobs-2,sim4,2,g,0.000,0.154,4.203,21587,0.154
2blues,4jobs-2,sim4,2,k,0.000,0.112,1.762,21600,0.112
2blues,4jobs-2,sim4,3,T,0.000,2.045,21.627,45696,2.046
2blues,4jobs-2,sim4,3,b,0.000,2.414,15.253,2496,2.437
2blues,4jobs-2,sim4,3,g,0.021,2.265,21.627,21600,2.265
2blues,4jobs-2,sim4,3,k,0.097,1.782,10.770,21600,1.782
2blues,4jobs-2,sim4,4,T,0.204,27.821,78.523,45720,27.821
2blues,4jobs-2,sim4,4,b,1.884,9.516,43.411,2520,9.516
2blues,4jobs-2,sim4,4,g,0.204,33.356,78.523,21600,33.356
2blues,4jobs-2,sim4,4,k,0.210,24.422,72.510,21600,24.422
2blues,4jobs-2,sim5,0,T,24.492,140.030,385.906,45720,140.030
2blues,4jobs-2,sim5,0,b,132.986,304.807,385.906,2520,304.807
2blues,4jobs-2,sim5,0,g,24.492,142.049,273.229,21600,142.049
2blues,4jobs-2,sim5,0,k,26.449,118.787,216.439,21600,118.787
2blues,4jobs-2,sim5,1,T,0.000,17.033,309.047,45540,17.100
2blues,4jobs-2,sim5,1,b,0.000,61.780,309.047,2376,65.524
2blues,4jobs-2,sim5,1,g,0.000,15.239,121.144,21564,15.264
2blues,4jobs-2,sim5,1,k,1.636,13.606,80.479,21600,13.606
2blues,4jobs-2,sim5,2,T,0.000,0.128,4.288,45633,0.129
2blues,4jobs-2,sim5,2,b,0.000,0.106,0.499,2448,0.109
2blues,4jobs-2,sim5,2,g,0.000,0.152,4.288,21585,0.152
2blues,4jobs-2,sim5,2,k,0.001,0.108,1.955,21600,0.108
2blues,4jobs-2,sim5,3,T,0.000,13.921,107.265,45696,13.928
2blues,4jobs-2,sim5,3,b,0.000,6.073,30.264,2496,6.132
2blues,4jobs-2,sim5,3,g,0.082,16.086,107.265,21600,16.086
2blues,4jobs-2,sim5,3,k,0.193,12.672,68.795,21600,12.672
2blues,4jobs-2,sim5,4,T,6.781,108.948,377.811,45720,108.948
2blues,4jobs-2,sim5,4,b,6.781,236.847,377.811,2520,236.847
2blues,4jobs-2,sim5,4,g,14.017,110.573,267.898,21600,110.573
2blues,4jobs-2,sim5,4,k,18.747,92.401,208.635,21600,92.401
2blues,4jobs-2,sim6,0,T,4.441,36.519,206.107,45720,36.519
2blues,4jobs-2,sim6,0,b,6.196,77.743,206.107,2520,77.743
2blues,4jobs-2,sim6,0,g,4.441,37.198,116.599,21600,37.198
2blues,4jobs-2,sim6,0,k,6.339,31.031,89.006,21600,31.031
2blues,4jobs-2,sim6,1,T,0.000,18.392,198.583,45540,18.464
2blues,4jobs-2,sim6,1,b,0.000,67.186,198.583,2376,71.257
2blues,4jobs-2,sim6,1,g,0.000,16.425,104.677,21564,16.452
2blues,4jobs-2,sim6,1,k,1.455,14.666,76.286,21600,14.666
2blues,4jobs-2,sim6,2,T,0.000,0.133,4.082,45634,0.133
2blues,4jobs-2,sim6,2,b,0.000,0.108,0.667,2448,0.111
2blues,4jobs-2,sim6,2,g,0.000,0.155,4.082,21586,0.155
2blues,4jobs-2,sim6,2,k,0.000,0.113,1.879,21600,0.113
2blues,4jobs-2,sim6,3,T,0.000,13.810,85.895,45696,13.817
2blues,4jobs-2,sim6,3,b,0.000,5.956,25.584,2496,6.014
2blues,4jobs-2,sim6,3,g,0.179,16.010,85.895,21600,16.010
2blues,4jobs-2,sim6,3,k,0.249,12.525,66.563,21600,12.525
2blues,4jobs-2,sim6,4,T,0.025,4.186,18.074,45720,4.186
2blues,4jobs-2,sim6,4,b,0.117,4.493,18.074,2520,4.493
2blues,4jobs-2,sim6,4,g,0.025,4.609,16.115,21600,4.609
2blues,4jobs-2,sim6,4,k,0.031,3.727,11.651,21600,3.727
2blues,4jobs-2,sim7,0,T,3.149,52.679,295.961,45720,52.679
2blues,4jobs-2,sim7,0,b,7.363,145.612,295.961,2520,145.612
2blues,4jobs-2,sim7,0,g,3.149,50.559,206.297,21600,50.559
2blues,4jobs-2,sim7,0,k,6.251,43.955,158.112,21600,43.955
2blues,4jobs-2,sim7,1,T,0.000,18.286,231.035,45540,18.359
2blues,4jobs-2,sim7,1,b,0.000,66.504,231.035,2376,70.535
2blues,4jobs-2,sim7,1,g,0.000,16.371,108.893,21564,16.399
2blues,4jobs-2,sim7,1,k,1.087,14.576,75.855,21600,14.576
2blues,4jobs-2,sim7,2,T,0.000,29.951,236.154,45636,30.007
2blues,4jobs-2,sim7,2,b,0.000,74.381,236.154,2448,76.568
2blues,4jobs-2,sim7,2,g,0.000,29.282,194.491,21588,29.298
2blues,4jobs-2,sim7,2,k,1.414,25.437,156.154,21600,25.437
2blues,4jobs-2,sim7,3,T,0.000,0.265,3.608,45696,0.265
2blues,4jobs-2,sim7,3,b,0.000,0.126,1.081,2496,0.127
2blues,4jobs-2,sim7,3,g,0.000,0.315,3.608,21600,0.315
2blues,4jobs-2,sim7,3,k,0.001,0.231,1.693,21600,0.231
2blues,4jobs-2,sim7,4,T,0.015,4.176,20.762,45720,4.176
2blues,4jobs-2,sim7,4,b,0.300,4.601,20.762,2520,4.601
2blues,4jobs-2,sim7,4,g,0.015,4.591,19.307,21600,4.591
2blues,4jobs-2,sim7,4,k,0.035,3.711,12.279,21600,3.711
2blues,4jobs-2,sim8,0,T,3.776,75.774,306.187,45720,75.774
2blues,4jobs-2,sim8,0,b,8.974,149.606,306.187,2520,149.606
2blues,4jobs-2,sim8,0,g,3.776,78.821,212.436,21600,78.821
2blues,4jobs-2,sim8,0,k,7.106,64.112,168.182,21600,64.112
2blues,4jobs-2,sim8,1,T,0.000,18.094,233.875,45540,18.166
2blues,4jobs-2,sim8,1,b,0.000,65.779,233.875,2376,69.765
2blues,4jobs-2,sim8,1,g,0.000,16.194,106.871,21564,16.221
2blues,4jobs-2,sim8,1,k,1.174,14.432,75.604,21600,14.432
2blues,4jobs-2,sim8,2,T,0.000,29.711,239.530,45636,29.766
2blues,4jobs-2,sim8,2,b,0.000,73.897,239.530,2448,76.071
2blues,4jobs-2,sim8,2,g,0.000,29.045,202.971,21588,29.061
2blues,4jobs-2,sim8,2,k,1.564,25.222,163.874,21600,25.222
2blues,4jobs-2,sim8,3,T,0.000,0.258,5.504,45696,0.258
2blues,4jobs-2,sim8,3,b,0.000,0.120,2.227,2496,0.121
2blues,4jobs-2,sim8,3,g,0.000,0.308,5.504,21600,0.308
2blues,4jobs-2,sim8,3,k,0.002,0.224,2.133,21600,0.224
2blues,4jobs-2,sim8,4,T,0.180,27.710,91.476,45720,27.710
2blues,4jobs-2,sim8,4,b,2.413,9.810,45.683,2520,9.810
2blues,4jobs-2,sim8,4,g,0.182,33.274,91.476,21600,33.274
2blues,4jobs-2,sim8,4,k,0.180,24.235,72.987,21600,24.235
2blues,4jobs-2,sim9,0,T,0.972,50.991,295.332,45720,50.991
2blues,4jobs-2,sim9,0,b,0.972,144.297,295.332,2520,144.297
2blues,4jobs-2,sim9,0,g,5.210,48.685,205.882,21600,48.685
2blues,4jobs-2,sim9,0,k,7.291,42.411,157.099,21600,42.411
2blues,4jobs-2,sim9,1,T,0.000,18.327,227.570,45540,18.399
2blues,4jobs-2,sim9,1,b,0.000,66.768,227.570,2376,70.815
2blues,4jobs-2,sim9,1,g,0.000,16.394,109.350,21564,16.422
2blues,4jobs-2,sim9,1,k,1.130,14.608,76.663,21600,14.608
2blues,4jobs-2,sim9,2,T,0.000,30.001,236.129,45636,30.056
2blues,4jobs-2,sim9,2,b,0.000,74.531,236.129,2448,76.724
2blues,4jobs-2,sim9,2,g,0.000,29.317,193.454,21588,29.333
2blues,4jobs-2,sim9,2,k,1.301,25.490,154.954,21600,25.490
2blues,4jobs-2,sim9,3,T,0.000,2.107,17.420,45696,2.108
2blues,4jobs-2,sim9,3,b,0.000,2.747,9.384,2496,2.773
2blues,4jobs-2,sim9,3,g,0.005,2.322,17.420,21600,2.322
2blues,4jobs-2,sim9,3,k,0.049,1.818,10.696,21600,1.818
2blues,4jobs-2,sim9,4,T,0.000,0.556,3.053,45720,0.556
2blues,4jobs-2,sim9,4,b,0.010,0.251,1.409,2520,0.251
2blues,4jobs-2,sim9,4,g,0.000,0.652,3.053,21600,0.652
2blues,4jobs-2,sim9,4,k,0.000,0.495,1.645,21600,0.495
2blues,8jobs-1,sim1,0,T,4.973,76.507,277.632,45720,76.507
2blues,8jobs-1,sim1,0,b,14.227,159.198,277.632,2520,159.198
2blues,8jobs-1,sim1,0,g,4.973,77.410,213.151,21600,77.410
2blues,8jobs-1,sim1,0,k,8.400,65.956,191.573,21600,65.956
2blues,8jobs-1,sim1,1,T,0.000,16.846,273.187,44412,17.342
2blues,8jobs-1,sim1,1,b,0.000,55.521,273.187,1848,75.711
2blues,8jobs-1,sim1,1,g,0.000,15.403,107.566,20964,15.870
2blues,8jobs-1,sim1,1,k,1.653,13.776,85.083,21600,13.776
2blues,8jobs-1,sim1,2,T,0.000,0.135,3.486,44984,0.137
2blues,8jobs-1,sim1,2,b,0.000,0.068,1.730,2016,0.085
2blues,8jobs-1,sim1,2,g,0.000,0.160,3.486,21368,0.162
2blues,8jobs-1,sim1,2,k,0.000,0.118,1.536,21600,0.118
2blues,8jobs-1,sim1,3,T,0.000,0.134,4.258,45159,0.136
2blues,8jobs-1,sim1,3,b,0.000,0.077,0.956,2160,0.089
2blues,8jobs-1,sim1,3,g,0.000,0.158,4.258,21399,0.160
2blues,8jobs-1,sim1,3,k,0.000,0.116,1.617,21600,0.116
2blues,8jobs-1,sim1,4,T,0.000,25.389,237.163,45058,25.762
2blues,8jobs-1,sim1,4,b,0.000,47.107,237.163,2160,54.958
2blues,8jobs-1,sim1,4,g,0.000,26.102,202.375,21298,26.472
2blues,8jobs-1,sim1,4,k,0.767,22.142,169.488,21600,22.142
2blues,8jobs-1,sim1,5,T,0.000,26.078,228.679,45336,26.299
2blues,8jobs-1,sim1,5,b,0.000,52.188,228.679,2160,60.886
2blues,8jobs-1,sim1,5,g,0.000,26.495,205.023,21576,26.525
2blues,8jobs-1,sim1,5,k,0.481,22.615,184.376,21600,22.615
2blues,8jobs-1,sim1,6,T,0.000,0.468,10.105,45384,0.471
2blues,8jobs-1,sim1,6,b,0.000,0.402,4.772,2280,0.445
2blues,8jobs-1,sim1,6,g,0.000,0.527,10.105,21504,0.530
2blues,8jobs-1,sim1,6,k,0.000,0.415,6.248,21600,0.415
2blues,8jobs-1,sim1,7,T,0.000,0.469,12.980,45576,0.471
2blues,8jobs-1,sim1,7,b,0.000,0.535,5.515,2376,0.568
2blues,8jobs-1,sim1,7,g,0.001,0.525,12.980,21600,0.525
2blues,8jobs-1,sim1,7,k,0.004,0.406,7.821,21600,0.406
2blues,8jobs-1,sim1,8,T,0.000,6.988,68.125,43740,7.305
2blues,8jobs-1,sim1,8,b,0.000,3.300,39.312,2016,4.125
2blues,8jobs-1,sim1,8,g,0.000,8.039,68.125,20124,8.629
2blues,8jobs-1,sim1,8,k,0.022,6.368,57.887,21600,6.368
2blues,8jobs-1,sim2,0,T,5.666,82.659,283.211,45720,82.659
2blues,8jobs-1,sim2,0,b,18.772,163.062,283.211,2520,163.062
2blues,8jobs-1,sim2,0,g,5.666,84.603,220.650,21600,84.603
2blues,8jobs-1,sim2,0,k,8.509,71.335,199.354,21600,71.335
2blues,8jobs-1,sim2,1,T,0.000,16.837,276.508,44412,17.333
2blues,8jobs-1,sim2,1,b,0.000,55.496,276.508,1848,75.676
2blues,8jobs-1,sim2,1,g,0.000,15.395,108.786,20964,15.862
2blues,8jobs-1,sim2,1,k,1.588,13.770,85.162,21600,13.770
2blues,8jobs-1,sim2,2,T,0.000,0.135,4.300,44988,0.137
2blues,8jobs-1,sim2,2,b,0.000,0.071,1.289,2016,0.089
2blues,8jobs-1,sim2,2,g,0.000,0.160,4.300,21372,0.161
2blues,8jobs-1,sim2,2,k,0.000,0.117,1.814,21600,0.117
2blues,8jobs-1,sim2,3,T,0.000,0.134,4.278,45149,0.136
2blues,8jobs-1,sim2,3,b,0.000,0.076,1.042,2160,0.089
2blues,8jobs-1,sim2,3,g,0.000,0.158,4.278,21390,0.160
2blues,8jobs-1,sim2,3,k,0.000,0.116,1.623,21599,0.116
2blues,8jobs-1,sim2,4,T,0.000,25.360,240.554,45059,25.732
2blues,8jobs-1,sim2,4,b,0.000,46.950,240.554,2160,54.776
2blues,8jobs-1,sim2,4,g,0.000,26.082,204.225,21299,26.450
2blues,8jobs-1,sim2,4,k,0.819,22.120,169.358,21600,22.120
2blues,8jobs-1,sim2,5,T,0.000,25.855,238.555,45336,26.074
2blues,8jobs-1,sim2,5,b,0.000,52.010,238.555,2160,60.678
2blues,8jobs-1,sim2,5,g,0.000,26.303,214.821,21576,26.332
2blues,8jobs-1,sim2,5,k,0.510,22.355,192.357,21600,22.355
2blues,8jobs-1,sim2,6,T,0.000,0.465,10.153,45383,0.469
2blues,8jobs-1,sim2,6,b,0.000,0.393,5.188,2280,0.435
2blues,8jobs-1,sim2,6,g,0.000,0.525,10.153,21503,0.528
2blues,8jobs-1,sim2,6,k,0.001,0.413,6.145,21600,0.413
2blues,8jobs-1,sim2,7,T,0.000,7.030,110.292,45576,7.052
2blues,8jobs-1,sim2,7,b,0.000,4.815,32.047,2376,5.107
2blues,8jobs-1,sim2,7,g,0.012,8.026,110.292,21600,8.026
2blues,8jobs-1,sim2,7,k,0.064,6.293,62.542,21600,6.293
2blues,8jobs-1,sim2,8,T,0.000,6.844,73.192,43740,7.153
2blues,8jobs-1,sim2,8,b,0.000,3.250,42.113,2016,4.063
2blues,8jobs-1,sim2,8,g,0.000,7.954,73.192,20124,8.537
2blues,8jobs-1,sim2,8,k,0.020,6.152,62.464,21600,6.152
2blues,8jobs-1,sim3,0,T,2.319,57.752,241.084,45720,57.752
2blues,8jobs-1,sim3,0,b,6.099,112.553,241.084,2520,112.553
2blues,8jobs-1,sim3,0,g,2.319,59.199,199.013,21600,59.199
2blues,8jobs-1,sim3,0,k,5.578,49.911,171.252,21600,49.911
2blues,8jobs-1,sim3,1,T,0.000,17.008,236.977,44412,17.509
2blues,8jobs-1,sim3,1,b,0.000,56.163,236.977,1848,76.586
2blues,8jobs-1,sim3,1,g,0.000,15.550,97.891,20964,16.022
2blues,8jobs-1,sim3,1,k,1.392,13.898,81.919,21600,13.898
2blues,8jobs-1,sim3,2,T,0.000,0.136,3.960,44977,0.138
2blues,8jobs-1,sim3,2,b,0.000,0.066,1.663,2016,0.082
2blues,8jobs-1,sim3,2,g,0.000,0.161,3.960,21361,0.162
2blues,8jobs-1,sim3,2,k,0.000,0.119,1.511,21600,0.119
2blues,8jobs-1,sim3,3,T,0.000,0.135,4.553,45155,0.137
2blues,8jobs-1,sim3,3,b,0.000,0.078,0.852,2160,0.091
2blues,8jobs-1,sim3,3,g,0.000,0.159,4.553,21395,0.161
2blues,8jobs-1,sim3,3,k,0.000,0.117,1.658,21600,0.117
2blues,8jobs-1,sim3,4,T,0.000,25.456,212.834,45060,25.828
2blues,8jobs-1,sim3,4,b,0.000,47.597,212.834,2160,55.530
2blues,8jobs-1,sim3,4,g,0.000,26.141,194.993,21300,26.509
2blues,8jobs-1,sim3,4,k,0.744,22.187,168.651,21600,22.187
2blues,8jobs-1,sim3,5,T,0.000,0.447,12.486,45336,0.450
2blues,8jobs-1,sim3,5,b,0.000,0.401,7.228,2160,0.468
2blues,8jobs-1,sim3,5,g,0.000,0.514,12.486,21576,0.515
2blues,8jobs-1,sim3,5,k,0.001,0.384,6.554,21600,0.384
2blues,8jobs-1,sim3,6,T,0.000,0.469,9.531,45381,0.472
2blues,8jobs-1,sim3,6,b,0.000,0.410,4.432,2280,0.454
2blues,8jobs-1,sim3,6,g,0.000,0.529,9.531,21501,0.531
2blues,8jobs-1,sim3,6,k,0.001,0.416,6.309,21600,0.416
2blues,8jobs-1,sim3,7,T,0.000,7.242,62.602,45576,7.265
2blues,8jobs-1,sim3,7,b,0.000,4.560,29.015,2376,4.837
2blues,8jobs-1,sim3,7,g,0.010,8.186,62.602,21600,8.186
2blues,8jobs-1,sim3,7,k,0.039,6.611,55.163,21600,6.611
2blues,8jobs-1,sim3,8,T,0.000,6.859,66.428,43740,7.170
2blues,8jobs-1,sim3,8,b,0.000,3.277,36.126,2016,4.096
2blues,8jobs-1,sim3,8,g,0.000,7.959,66.428,20124,8.542
2blues,8jobs-1,sim3,8,k,0.019,6.178,61.107,21600,6.178
2blues,8jobs-1,sim4,0,T,4.082,84.703,297.613,45720,84.703
2blues,8jobs-1,sim4,0,b,7.372,168.976,297.613,2520,168.976
2blues,8jobs-1,sim4,0,g,4.082,86.378,230.604,21600,86.378
2blues,8jobs-1,sim4,0,k,8.924,73.196,190.026,21600,73.196
2blues,8jobs-1,sim4,1,T,0.000,16.835,269.409,44412,17.331
2blues,8jobs-1,sim4,1,b,0.000,55.484,269.409,1848,75.660
2blues,8jobs-1,sim4,1,g,0.000,15.397,98.535,20964,15.864
2blues,8jobs-1,sim4,1,k,1.410,13.765,82.128,21600,13.765
2blues,8jobs-1,sim4,2,T,0.000,0.134,3.422,44972,0.137
2blues,8jobs-1,sim4,2,b,0.000,0.063,1.732,2016,0.079
2blues,8jobs-1,sim4,2,g,0.000,0.159,3.422,21358,0.161
2blues,8jobs-1,sim4,2,k,0.000,0.118,1.500,21598,0.118
2blues,8jobs-1,sim4,3,T,0.000,27.158,237.278,45168,27.490
2blues,8jobs-1,sim4,3,b,0.000,56.605,237.278,2160,66.040
2blues,8jobs-1,sim4,3,g,0.000,27.384,195.805,21408,27.630
2blues,8jobs-1,sim4,3,k,0.781,23.496,170.068,21600,23.496
2blues,8jobs-1,sim4,4,T,0.000,25.573,238.742,45057,25.949
2blues,8jobs-1,sim4,4,b,0.000,48.132,238.742,2160,56.154
2blues,8jobs-1,sim4,4,g,0.000,26.265,227.752,21297,26.639
2blues,8jobs-1,sim4,4,k,0.564,22.248,174.793,21600,22.248
2blues,8jobs-1,sim4,5,T,0.000,0.441,13.150,45336,0.444
2blues,8jobs-1,sim4,5,b,0.000,0.380,7.102,2160,0.444
2blues,8jobs-1,sim4,5,g,0.000,0.509,13.150,21576,0.510
2blues,8jobs-1,sim4,5,k,0.001,0.379,6.662,21600,0.379
2blues,8jobs-1,sim4,6,T,0.000,0.429,10.636,45382,0.432
2blues,8jobs-1,sim4,6,b,0.000,0.452,3.644,2280,0.500
2blues,8jobs-1,sim4,6,g,0.000,0.497,10.636,21502,0.499
2blues,8jobs-1,sim4,6,k,0.003,0.359,7.545,21600,0.359
2blues,8jobs-1,sim4,7,T,0.000,7.231,67.964,45576,7.254
2blues,8jobs-1,sim4,7,b,0.000,4.447,32.848,2376,4.717
2blues,8jobs-1,sim4,7,g,0.011,8.171,67.964,21600,8.171
2blues,8jobs-1,sim4,7,k,0.039,6.615,55.419,21600,6.615
2blues,8jobs-1,sim4,8,T,0.000,6.902,69.361,43740,7.214
2blues,8jobs-1,sim4,8,b,0.000,3.412,33.467,2016,4.265
2blues,8jobs-1,sim4,8,g,0.000,7.995,69.361,20124,8.581
2blues,8jobs-1,sim4,8,k,0.025,6.216,62.174,21600,6.216
2blues,8jobs-2,sim1,0,T,26.138,142.205,429.975,45720,142.205
2blues,8jobs-2,sim1,0,b,85.087,320.759,429.975,2520,320.759
2blues,8jobs-2,sim1,0,g,26.138,143.097,269.025,21600,143.097
2blues,8jobs-2,sim1,0,k,32.970,120.481,234.186,21600,120.481
2blues,8jobs-2,sim1,1,T,0.000,7.455,235.786,43812,7.779
2blues,8jobs-2,sim1,1,b,0.000,23.683,235.786,1656,36.039
2blues,8jobs-2,sim1,1,g,0.000,6.856,114.637,20556,7.204
2blues,8jobs-2,sim1,1,k,0.236,6.160,75.553,21600,6.160
2blues,8jobs-2,sim1,2,T,0.000,0.047,3.933,39447,0.054
2blues,8jobs-2,sim1,2,b,0.000,0.021,0.203,1200,0.044
2blues,8jobs-2,sim1,2,g,0.000,0.055,3.933,17631,0.067
2blues,8jobs-2,sim1,2,k,0.000,0.042,1.233,20616,0.044
2blues,8jobs-2,sim1,3,T,0.000,12.534,195.400,41710,13.739
2blues,8jobs-2,sim1,3,b,0.000,20.905,107.190,1848,28.506
2blues,8jobs-2,sim1,3,g,0.000,12.947,195.400,18262,15.313
2blues,8jobs-2,sim1,3,k,0.081,11.144,157.203,21600,11.144
2blues,8jobs-2,sim1,4,T,0.000,7.771,225.603,42336,8.392
2blues,8jobs-2,sim1,4,b,0.000,24.842,225.603,1440,43.474
2blues,8jobs-2,sim1,4,g,0.000,7.143,134.548,19296,7.996
2blues,8jobs-2,sim1,4,k,0.348,6.407,74.420,21600,6.407
2blues,8jobs-2,sim1,5,T,0.000,0.232,13.947,41652,0.254
2blues,8jobs-2,sim1,5,b,0.000,0.224,4.472,1656,0.341
2blues,8jobs-2,sim1,5,g,0.000,0.259,13.947,18396,0.304
2blues,8jobs-2,sim1,5,k,0.001,0.206,4.811,21600,0.206
2blues,8jobs-2,sim1,6,T,0.000,3.511,94.013,42264,3.798
2blues,8jobs-2,sim1,6,b,0.000,2.068,29.420,1440,3.618
2blues,8jobs-2,sim1,6,g,0.000,4.000,94.013,19224,4.494
2blues,8jobs-2,sim1,6,k,0.011,3.190,58.614,21600,3.190
2blues,8jobs-2,sim1,7,T,0.000,0.132,4.071,44590,0.135
