sg,sr,sg,dg,dr,dc,color,value
12,5,12,12,0,12,k,0.407067
13,5,12,13,0,12,k,0.385964
14,5,12,14,0,12,k,0.223969
0,5,12,0,0,12,k,0.340936
1,5,12,1,0,12,k,0.415495
2,5,12,2,0,12,k,0.386088
3,5,12,3,0,12,k,0.382422
4,5,12,4,0,12,k,0.445028
5,5,12,5,0,12,k,0.301742
6,5,12,6,0,12,k,0.348607
7,5,12,7,0,12,k,0.229299
8,5,12,8,0,12,k,0.448489
9,5,12,9,0,12,k,0.520813
10,5,12,10,0,12,k,0.331010
11,5,12,11,0,12,k,0.233106
12,5,12,12,0,12,k,0.424058
13,5,12,13,0,12,k,0.376532
14,5,12,14,0,12,k,0.239553
0,5,12,0,0,12,k,0.336601
1,5,12,1,0,12,k,0.423006
2,5,12,2,0,12,k,0.402639
3,5,12,3,0,12,k,0.379738
4,5,12,4,0,12,k,0.445745
5,5,12,5,0,12,k,0.292911
6,5,12,6,0,12,k,0.336477
7,5,12,7,0,12,k,0.226037
8,5,12,8,0,12,k,0.427153
9,5,12,9,0,12,k,0.513869
10,5,12,10,0,12,k,0.350682
11,5,12,11,0,12,k,0.240685
12,5,12,12,0,12,k,0.412524
13,5,12,13,0,12,k,0.377084
14,5,12,14,0,12,k,0.226212
0,5,12,0,1,12,k,0.431485
1,5,12,1,1,12,k,0.354925
2,5,12,2,1,12,k,0.449941
3,5,12,3,1,12,k,0.361913
4,5,12,4,1,12,k,0.443727
5,5,12,5,1,12,k,0.281018
6,5,12,6,1,12,k,0.261924
7,5,12,7,1,12,k,0.206196
8,5,12,8,1,12,k,0.448191
9,5,12,9,1,12,k,0.485634
10,5,12,10,1,12,k,0.445502
11,5,12,11,1,12,k,0.183109
12,5,12,12,1,12,k,0.339061
13,5,12,13,1,12,k,0.348114
14,5,12,14,1,12,k,0.227877
0,5,12,0,1,12,k,0.420501
1,5,12,1,1,12,k,0.340725
2,5,12,2,1,12,k,0.450904
3,5,12,3,1,12,k,0.362254
4,5,12,4,1,12,k,0.454846
5,5,12,5,1,12,k,0.289266
6,5,12,6,1,12,k,0.250120
7,5,12,7,1,12,k,0.224214
8,5,12,8,1,12,k,0.442681
9,5,12,9,1,12,k,0.501024
10,5,12,10,1,12,k,0.434810
11,5,12,11,1,12,k,0.183849
12,5,12,12,1,12,k,0.338767
13,5,12,13,1,12,k,0.364148
14,5,12,14,1,12,k,0.237114
0,5,12,0,1,12,k,0.417385
1,5,12,1,1,12,k,0.340299
2,5,12,2,1,12,k,0.455573
3,5,12,3,1,12,k,0.364080
4,5,12,4,1,12,k,0.464384
5,5,12,5,1,12,k,0.288769
6,5,12,6,1,12,k,0.263388
7,5,12,7,1,12,k,0.232510
8,5,12,8,1,12,k,0.440793
9,5,12,9,1,12,k,0.492402
10,5,12,10,1,12,k,0.433096
11,5,12,11,1,12,k,0.178036
12,5,12,12,1,12,k,0.325395
13,5,12,13,1,12,k,0.352176
14,5,12,14,1,12,k,0.230892
0,5,12,0,2,12,k,0.345301
1,5,12,1,2,12,k,0.402395
2,5,12,2,2,12,k,0.475076
3,5,12,3,2,12,k,0.390573
4,5,12,4,2,12,k,0.418181
5,5,12,5,2,12,k,0.349832
6,5,12,6,2,12,k,0.268769
7,5,12,7,2,12,k,0.280030
8,5,12,8,2,12,k,0.401742
9,5,12,9,2,12,k,0.504092
10,5,12,10,2,12,k,0.400705
11,5,12,11,2,12,k,0.196816
12,5,12,12,2,12,k,0.430765
13,5,12,13,2,12,k,0.399145
14,5,12,14,2,12,k,0.265683
0,5,12,0,2,12,k,0.364004
1,5,12,1,2,12,k,0.404316
2,5,12,2,2,12,k,0.474006
3,5,12,3,2,12,k,0.403879
4,5,12,4,2,12,k,0.404747
5,5,12,5,2,12,k,0.357761
6,5,12,6,2,12,k,0.269736
7,5,12,7,2,12,k,0.291038
8,5,12,8,2,12,k,0.420157
9,5,12,9,2,12,k,0.503054
10,5,12,10,2,12,k,0.397986
11,5,12,11,2,12,k,0.200420
12,5,12,12,2,12,k,0.407922
13,5,12,13,2,12,k,0.404633
14,5,12,14,2,12,k,0.268222
0,5,12,0,2,12,k,0.365667
1,5,12,1,2,12,k,0.393259
2,5,12,2,2,12,k,0.473676
3,5,12,3,2,12,k,0.401293
4,5,12,4,2,12,k,0.395475
5,5,12,5,2,12,k,0.351674
6,5,12,6,2,12,k,0.268088
7,5,12,7,2,12,k,0.276184
8,5,12,8,2,12,k,0.412547
9,5,12,9,2,12,k,0.503166
10,5,12,10,2,12,k,0.416819
11,5,12,11,2,12,k,0.195478
12,5,12,12,2,12,k,0.409248
13,5,12,13,2,12,k,0.399300
14,5,12,14,2,12,k,0.258054
0,5,12,0,3,12,k,0.364111
1,5,12,1,3,12,k,0.403344
2,5,12,2,3,12,k,0.395679
3,5,12,3,3,12,k,0.411776
4,5,12,4,3,12,k,0.459888
5,5,12,5,3,12,k,0.282089
6,5,12,6,3,12,k,0.266845
7,5,12,7,3,12,k,0.229859
8,5,12,8,3,12,k,0.413548
9,5,12,9,3,12,k,0.502022
10,5,12,10,3,12,k,0.368274
11,5,12,11,3,12,k,0.222929
12,5,12,12,3,12,k,0.368866
13,5,12,13,3,12,k,0.354304
14,5,12,14,3,12,k,0.215080
0,5,12,0,3,12,k,0.350902
1,5,12,1,3,12,k,0.416998
2,5,12,2,3,12,k,0.419906
3,5,12,3,3,12,k,0.421691
4,5,12,4,3,12,k,0.439361
5,5,12,5,3,12,k,0.290127
6,5,12,6,3,12,k,0.275715
7,5,12,7,3,12,k,0.222892
8,5,12,8,3,12,k,0.414215
9,5,12,9,3,12,k,0.496762
10,5,12,10,3,12,k,0.381462
11,5,12,11,3,12,k,0.229902
12,5,12,12,3,12,k,0.364017
13,5,12,13,3,12,k,0.344003
14,5,12,14,3,12,k,0.212645
0,5,12,0,3,12,k,0.365037
1,5,12,1,3,12,k,0.422526
2,5,12,2,3,12,k,0.415052
3,5,12,3,3,12,k,0.396352
4,5,12,4,3,12,k,0.463208
5,5,12,5,3,12,k,0.296144
6,5,12,6,3,12,k,0.280965
7,5,12,7,3,12,k,0.221501
8,5,12,8,3,12,k,0.407042
9,5,12,9,3,12,k,0.480343
10,5,12,10,3,12,k,0.358797
11,5,12,11,3,12,k,0.222123
12,5,12,12,3,12,k,0.354101
13,5,12,13,3,12,k,0.358280
14,5,12,14,3,12,k,0.213340
0,5,12,0,4,12,k,0.352194
1,5,12,1,4,12,k,0.325007
2,5,12,2,4,12,k,0.452622
3,5,12,3,4,12,k,0.326586
4,5,12,4,4,12,k,0.456308
5,5,12,5,4,12,k,0.403887
6,5,12,6,4,12,k,0.298158
7,5,12,7,4,12,k,0.203412
8,5,12,8,4,12,k,0.453898
9,5,12,9,4,12,k,0.477951
10,5,12,10,4,12,k,0.341463
11,5,12,11,4,12,k,0.266191
12,5,12,12,4,12,k,0.336138
13,5,12,13,4,12,k,0.370879
14,5,12,14,4,12,k,0.204733
0,5,12,0,4,12,k,0.324377
1,5,12,1,4,12,k,0.329165
2,5,12,2,4,12,k,0.456173
3,5,12,3,4,12,k,0.324242
4,5,12,4,4,12,k,0.447838
5,5,12,5,4,12,k,0.406372
6,5,12,6,4,12,k,0.286274
7,5,12,7,4,12,k,0.180396
8,5,12,8,4,12,k,0.456681
9,5,12,9,4,12,k,0.481817
10,5,12,10,4,12,k,0.344924
11,5,12,11,4,12,k,0.258468
12,5,12,12,4,12,k,0.371800
13,5,12,13,4,12,k,0.378161
14,5,12,14,4,12,k,0.211164
0,5,12,0,4,12,k,0.358029
1,5,12,1,4,12,k,0.319459
2,5,12,2,4,12,k,0.434318
3,5,12,3,4,12,k,0.330479
4,5,12,4,4,12,k,0.448887
5,5,12,5,4,12,k,0.407222
6,5,12,6,4,12,k,0.285865
7,5,12,7,4,12,k,0.192018
8,5,12,8,4,12,k,0.455632
9,5,12,9,4,12,k,0.480372
10,5,12,10,4,12,k,0.365505
11,5,12,11,4,12,k,0.279039
12,5,12,12,4,12,k,0.361672
13,5,12,13,4,12,k,0.373427
14,5,12,14,4,12,k,0.205844
0,5,12,0,5,0,g,0.365815
1,5,12,1,5,0,g,0.305981
2,5,12,2,5,0,g,0.657759
3,5,12,3,5,0,g,0.369981
4,5,12,4,5,0,g,0.429480
5,5,12,5,5,0,g,0.661967
6,5,12,6,5,0,g,0.282578
7,5,12,7,5,0,g,0.345101
8,5,12,8,5,0,g,0.421317
9,5,12,9,5,0,g,0.552698
10,5,12,10,5,0,g,0.455766
11,5,12,11,5,0,g,0.237927
12,5,12,12,5,0,g,0.422296
13,5,12,13,5,0,g,0.366113
14,5,12,14,5,0,g,0.315628
0,5,12,0,5,1,g,0.528602
1,5,12,1,5,1,g,0.302415
2,5,12,2,5,1,g,0.837039
3,5,12,3,5,1,g,0.366926
4,5,12,4,5,1,g,0.818369
5,5,12,5,5,1,g,0.510629
6,5,12,6,5,1,g,0.299066
7,5,12,7,5,1,g,0.313090
8,5,12,8,5,1,g,0.435314
9,5,12,9,5,1,g,0.540704
10,5,12,10,5,1,g,0.476573
11,5,12,11,5,1,g,0.319658
12,5,12,12,5,1,g,0.472957
13,5,12,13,5,1,g,0.574431
14,5,12,14,5,1,g,0.290073
0,5,12,0,5,2,g,0.426986
1,5,12,1,5,2,g,0.487771
2,5,12,2,5,2,g,0.488450
3,5,12,3,5,2,g,0.630760
4,5,12,4,5,2,g,0.540524
5,5,12,5,5,2,g,0.409187
6,5,12,6,5,2,g,0.307212
7,5,12,7,5,2,g,0.347507
8,5,12,8,5,2,g,0.526296
9,5,12,9,5,2,g,0.693437
10,5,12,10,5,2,g,0.554455
11,5,12,11,5,2,g,0.331496
12,5,12,12,5,2,g,0.433482
13,5,12,13,5,2,g,0.357437
14,5,12,14,5,2,g,0.219848
0,5,12,0,5,3,g,0.301208
1,5,12,1,5,3,g,0.453444
2,5,12,2,5,3,g,0.640939
3,5,12,3,5,3,g,0.496310
4,5,12,4,5,3,g,0.625393
5,5,12,5,5,3,g,0.398951
6,5,12,6,5,3,g,0.226860
7,5,12,7,5,3,g,0.309229
8,5,12,8,5,3,g,0.482396
9,5,12,9,5,3,g,0.381089
10,5,12,10,5,3,g,0.405582
11,5,12,11,5,3,g,0.238012
12,5,12,12,5,3,g,0.373500
13,5,12,13,5,3,g,0.394850
14,5,12,14,5,3,g,0.264984
0,5,12,0,5,4,g,0.622106
1,5,12,1,5,4,g,0.440771
2,5,12,2,5,4,g,0.419619
3,5,12,3,5,4,g,0.325121
4,5,12,4,5,4,g,0.401295
5,5,12,5,5,4,g,0.463940
6,5,12,6,5,4,g,0.527771
7,5,12,7,5,4,g,0.391195
8,5,12,8,5,4,g,0.421320
9,5,12,9,5,4,g,0.538081
10,5,12,10,5,4,g,0.402796
11,5,12,11,5,4,g,0.247027
12,5,12,12,5,4,g,0.572453
13,5,12,13,5,4,g,0.445936
14,5,12,14,5,4,g,0.307371
0,5,12,0,5,5,g,0.468793
1,5,12,1,5,5,g,0.446804
2,5,12,2,5,5,g,0.454238
3,5,12,3,5,5,g,0.244132
4,5,12,4,5,5,g,0.363296
5,5,12,5,5,5,g,0.460158
6,5,12,6,5,5,g,0.436462
7,5,12,7,5,5,g,0.339259
8,5,12,8,5,5,g,0.322173
9,5,12,9,5,5,g,0.549475
10,5,12,10,5,5,g,0.419821
11,5,12,11,5,5,g,0.297657
12,5,12,12,5,5,g,0.415684
13,5,12,13,5,5,g,0.559473
14,5,12,14,5,5,g,0.340849
0,5,12,0,5,6,g,0.420763
1,5,12,1,5,6,g,0.399775
2,5,12,2,5,6,g,0.490846
3,5,12,3,5,6,g,0.563872
4,5,12,4,5,6,g,0.464685
5,5,12,5,5,6,g,0.542981
6,5,12,6,5,6,g,0.414671
7,5,12,7,5,6,g,0.275303
8,5,12,8,5,6,g,0.457901
9,5,12,9,5,6,g,0.680097
10,5,12,10,5,6,g,0.389940
11,5,12,11,5,6,g,0.239950
12,5,12,12,5,6,g,0.416916
13,5,12,13,5,6,g,0.479346
14,5,12,14,5,6,g,0.519356
0,5,12,0,5,7,g,0.377013
1,5,12,1,5,7,g,0.483700
2,5,12,2,5,7,g,0.445587
3,5,12,3,5,7,g,0.453442
4,5,12,4,5,7,g,0.363108
5,5,12,5,5,7,g,0.323883
6,5,12,6,5,7,g,0.343199
7,5,12,7,5,7,g,0.426883
8,5,12,8,5,7,g,0.503510
9,5,12,9,5,7,g,0.596319
10,5,12,10,5,7,g,0.614724
11,5,12,11,5,7,g,0.368208
12,5,12,12,5,7,g,0.480224
13,5,12,13,5,7,g,0.476046
14,5,12,14,5,7,g,0.492480
0,5,12,0,5,8,g,0.690799
1,5,12,1,5,8,g,0.465773
2,5,12,2,5,8,g,0.448702
3,5,12,3,5,8,g,0.681066
4,5,12,4,5,8,g,0.598514
5,5,12,5,5,8,g,0.340409
6,5,12,6,5,8,g,0.357416
7,5,12,7,5,8,g,0.355038
8,5,12,8,5,8,g,0.541232
9,5,12,9,5,8,g,0.562466
10,5,12,10,5,8,g,0.522782
11,5,12,11,5,8,g,0.314630
12,5,12,12,5,8,g,0.488139
13,5,12,13,5,8,g,0.512091
14,5,12,14,5,8,g,0.426831
0,5,12,0,5,9,g,0.413343
1,5,12,1,5,9,g,0.519401
2,5,12,2,5,9,g,0.367129
3,5,12,3,5,9,g,0.669947
4,5,12,4,5,9,g,0.531640
5,5,12,5,5,9,g,0.346426
6,5,12,6,5,9,g,0.396604
7,5,12,7,5,9,g,0.418043
8,5,12,8,5,9,g,0.499116
9,5,12,9,5,9,g,0.491186
10,5,12,10,5,9,g,0.504169
11,5,12,11,5,9,g,0.325976
12,5,12,12,5,9,g,0.459862
13,5,12,13,5,9,g,0.439326
14,5,12,14,5,9,g,0.275617
0,5,12,0,5,10,g,0.430911
1,5,12,1,5,10,g,0.524962
2,5,12,2,5,10,g,0.607696
3,5,12,3,5,10,g,0.371219
4,5,12,4,5,10,g,0.524137
5,5,12,5,5,10,g,0.431466
6,5,12,6,5,10,g,0.252108
7,5,12,7,5,10,g,0.341188
8,5,12,8,5,10,g,0.624734
9,5,12,9,5,10,g,0.621879
10,5,12,10,5,10,g,0.464844
11,5,12,11,5,10,g,0.397336
12,5,12,12,5,10,g,0.508474
13,5,12,13,5,10,g,0.412154
14,5,12,14,5,10,g,0.259276
0,5,12,0,5,11,g,0.319219
1,5,12,1,5,11,g,0.533173
2,5,12,2,5,11,g,0.590699
3,5,12,3,5,11,g,0.328823
4,5,12,4,5,11,g,0.596526
5,5,12,5,5,11,g,0.452419
6,5,12,6,5,11,g,0.319180
7,5,12,7,5,11,g,0.326962
8,5,12,8,5,11,g,0.587532
9,5,12,9,5,11,g,0.592128
10,5,12,10,5,11,g,0.616089
11,5,12,11,5,11,g,0.338534
12,5,12,12,5,11,g,0.522415
13,5,12,13,5,11,g,0.451952
14,5,12,14,5,11,g,0.471777
0,5,12,0,5,13,g,0.190322
1,5,12,1,5,13,g,0.217711
2,5,12,2,5,13,g,0.262587
3,5,12,3,5,13,g,0.353581
4,5,12,4,5,13,g,0.238307
5,5,12,5,5,13,g,0.240157
6,5,12,6,5,13,g,0.445033
7,5,12,7,5,13,g,0.330381
8,5,12,8,5,13,g,0.405430
9,5,12,9,5,13,g,0.257008
10,5,12,10,5,13,g,0.207556
11,5,12,11,5,13,g,0.168615
12,5,12,12,5,13,g,0.307215
13,5,12,13,5,13,g,0.439866
14,5,12,14,5,13,g,0.133449
0,5,12,0,5,14,g,0.272789
1,5,12,1,5,14,g,0.403785
2,5,12,2,5,14,g,0.241578
3,5,12,3,5,14,g,0.515338
4,5,12,4,5,14,g,0.310073
5,5,12,5,5,14,g,0.367864
6,5,12,6,5,14,g,0.222652
7,5,12,7,5,14,g,0.193978
8,5,12,8,5,14,g,0.248753
9,5,12,9,5,14,g,0.300295
10,5,12,10,5,14,g,0.368377
11,5,12,11,5,14,g,0.198647
12,5,12,12,5,14,g,0.228460
13,5,12,13,5,14,g,0.356377
14,5,12,14,5,14,g,0.308661
0,5,12,0,5,15,g,0.333477
1,5,12,1,5,15,g,0.405640
2,5,12,2,5,15,g,0.243873
3,5,12,3,5,15,g,0.224941
4,5,12,4,5,15,g,0.272108
5,5,12,5,5,15,g,0.285502
6,5,12,6,5,15,g,0.374213
7,5,12,7,5,15,g,0.178102
8,5,12,8,5,15,g,0.351113
9,5,12,9,5,15,g,0.282309
10,5,12,10,5,15,g,0.424856
11,5,12,11,5,15,g,0.188020
12,5,12,12,5,15,g,0.370989
13,5,12,13,5,15,g,0.232530
14,5,12,14,5,15,g,0.381363
0,5,13,0,0,13,k,0.311128
1,5,13,1,0,13,k,0.343556
2,5,13,2,0,13,k,0.337157
3,5,13,3,0,13,k,0.454891
4,5,13,4,0,13,k,0.339152
5,5,13,5,0,13,k,0.340455
6,5,13,6,0,13,k,0.549489
7,5,13,7,0,13,k,0.462409
8,5,13,8,0,13,k,0.376928
9,5,13,9,0,13,k,0.473900
10,5,13,10,0,13,k,0.336954
11,5,13,11,0,13,k,0.264592
12,5,13,12,0,13,k,0.449424
13,5,13,13,0,13,k,0.415447
14,5,13,14,0,13,k,0.305447
0,5,13,0,0,13,k,0.306328
1,5,13,1,0,13,k,0.328327
2,5,13,2,0,13,k,0.346360
3,5,13,3,0,13,k,0.444899
4,5,13,4,0,13,k,0.336024
5,5,13,5,0,13,k,0.344606
6,5,13,6,0,13,k,0.558816
7,5,13,7,0,13,k,0.471033
8,5,13,8,0,13,k,0.383527
9,5,13,9,0,13,k,0.481825
10,5,13,10,0,13,k,0.350456
11,5,13,11,0,13,k,0.272457
12,5,13,12,0,13,k,0.455631
13,5,13,13,0,13,k,0.424702
14,5,13,14,0,13,k,0.308719
0,5,13,0,0,13,k,0.310179
1,5,13,1,0,13,k,0.332007
2,5,13,2,0,13,k,0.342686
3,5,13,3,0,13,k,0.453070
4,5,13,4,0,13,k,0.335603
5,5,13,5,0,13,k,0.327310
6,5,13,6,0,13,k,0.544709
7,5,13,7,0,13,k,0.465614
8,5,13,8,0,13,k,0.386869
9,5,13,9,0,13,k,0.464724
10,5,13,10,0,13,k,0.338835
11,5,13,11,0,13,k,0.273346
12,5,13,12,0,13,k,0.459220
13,5,13,13,0,13,k,0.419563
14,5,13,14,0,13,k,0.301814
0,5,13,0,1,13,k,0.320759
1,5,13,1,1,13,k,0.254121
2,5,13,2,1,13,k,0.371433
3,5,13,3,1,13,k,0.478142
4,5,13,4,1,13,k,0.321021
5,5,13,5,1,13,k,0.269116
6,5,13,6,1,13,k,0.445549
7,5,13,7,1,13,k,0.440840
8,5,13,8,1,13,k,0.408212
9,5,13,9,1,13,k,0.376902
10,5,13,10,1,13,k,0.342182
11,5,13,11,1,13,k,0.305855
12,5,13,12,1,13,k,0.405963
13,5,13,13,1,13,k,0.425459
14,5,13,14,1,13,k,0.314738
0,5,13,0,1,13,k,0.304847
1,5,13,1,1,13,k,0.266964
2,5,13,2,1,13,k,0.354675
3,5,13,3,1,13,k,0.471040
4,5,13,4,1,13,k,0.314716
5,5,13,5,1,13,k,0.278583
6,5,13,6,1,13,k,0.459358
7,5,13,7,1,13,k,0.436787
8,5,13,8,1,13,k,0.417975
9,5,13,9,1,13,k,0.388169
10,5,13,10,1,13,k,0.334992
11,5,13,11,1,13,k,0.316590
12,5,13,12,1,13,k,0.388944
13,5,13,13,1,13,k,0.427927
14,5,13,14,1,13,k,0.332383
0,5,13,0,1,13,k,0.309384
1,5,13,1,1,13,k,0.259121
2,5,13,2,1,13,k,0.376631
3,5,13,3,1,13,k,0.475994
4,5,13,4,1,13,k,0.311399
5,5,13,5,1,13,k,0.257610
6,5,13,6,1,13,k,0.439347
7,5,13,7,1,13,k,0.442886
8,5,13,8,1,13,k,0.417334
9,5,13,9,1,13,k,0.394518
10,5,13,10,1,13,k,0.352357
11,5,13,11,1,13,k,0.314163
12,5,13,12,1,13,k,0.392234
13,5,13,13,1,13,k,0.429919
14,5,13,14,1,13,k,0.311895
0,5,13,0,2,13,k,0.259354
1,5,13,1,2,13,k,0.318953
2,5,13,2,2,13,k,0.441460
3,5,13,3,2,13,k,0.460663
4,5,13,4,2,13,k,0.289554
5,5,13,5,2,13,k,0.335859
6,5,13,6,2,13,k,0.466552
7,5,13,7,2,13,k,0.407552
8,5,13,8,2,13,k,0.394177
9,5,13,9,2,13,k,0.391600
10,5,13,10,2,13,k,0.325306
11,5,13,11,2,13,k,0.255969
12,5,13,12,2,13,k,0.459149
13,5,13,13,2,13,k,0.439133
14,5,13,14,2,13,k,0.281744
0,5,13,0,2,13,k,0.272538
1,5,13,1,2,13,k,0.300062
2,5,13,2,2,13,k,0.419244
3,5,13,3,2,13,k,0.452100
4,5,13,4,2,13,k,0.286892
5,5,13,5,2,13,k,0.347002
6,5,13,6,2,13,k,0.471240
7,5,13,7,2,13,k,0.398201
8,5,13,8,2,13,k,0.382096
9,5,13,9,2,13,k,0.382865
10,5,13,10,2,13,k,0.327063
11,5,13,11,2,13,k,0.261524
12,5,13,12,2,13,k,0.426907
13,5,13,13,2,13,k,0.434640
14,5,13,14,2,13,k,0.283858
0,5,13,0,2,13,k,0.278698
1,5,13,1,2,13,k,0.309159
2,5,13,2,2,13,k,0.435602
3,5,13,3,2,13,k,0.461502
4,5,13,4,2,13,k,0.310473
5,5,13,5,2,13,k,0.325928
6,5,13,6,2,13,k,0.458485
7,5,13,7,2,13,k,0.392809
8,5,13,8,2,13,k,0.401381
9,5,13,9,2,13,k,0.379669
10,5,13,10,2,13,k,0.326695
11,5,13,11,2,13,k,0.258335
12,5,13,12,2,13,k,0.436542
13,5,13,13,2,13,k,0.437680
14,5,13,14,2,13,k,0.278582
0,5,13,0,3,13,k,0.291569
1,5,13,1,3,13,k,0.317612
2,5,13,2,3,13,k,0.396464
3,5,13,3,3,13,k,0.448422
4,5,13,4,3,13,k,0.265995
5,5,13,5,3,13,k,0.292651
6,5,13,6,3,13,k,0.467687
7,5,13,7,3,13,k,0.430133
8,5,13,8,3,13,k,0.361678
9,5,13,9,3,13,k,0.358556
10,5,13,10,3,13,k,0.327549
11,5,13,11,3,13,k,0.318390
12,5,13,12,3,13,k,0.468013
13,5,13,13,3,13,k,0.416354
14,5,13,14,3,13,k,0.309955
0,5,13,0,3,13,k,0.289716
1,5,13,1,3,13,k,0.326982
2,5,13,2,3,13,k,0.384699
3,5,13,3,3,13,k,0.457472
4,5,13,4,3,13,k,0.274512
5,5,13,5,3,13,k,0.297365
6,5,13,6,3,13,k,0.476989
7,5,13,7,3,13,k,0.418581
8,5,13,8,3,13,k,0.342405
9,5,13,9,3,13,k,0.358377
10,5,13,10,3,13,k,0.317369
11,5,13,11,3,13,k,0.318837
12,5,13,12,3,13,k,0.461194
13,5,13,13,3,13,k,0.406458
14,5,13,14,3,13,k,0.301126
0,5,13,0,3,13,k,0.296974
1,5,13,1,3,13,k,0.315256
2,5,13,2,3,13,k,0.385720
3,5,13,3,3,13,k,0.442672
4,5,13,4,3,13,k,0.267256
5,5,13,5,3,13,k,0.284764
6,5,13,6,3,13,k,0.469229
7,5,13,7,3,13,k,0.424612
8,5,13,8,3,13,k,0.344758
9,5,13,9,3,13,k,0.363442
10,5,13,10,3,13,k,0.318097
11,5,13,11,3,13,k,0.302675
12,5,13,12,3,13,k,0.451737
13,5,13,13,3,13,k,0.412205
14,5,13,14,3,13,k,0.315049
0,5,13,0,4,13,k,0.224076
1,5,13,1,4,13,k,0.239856
2,5,13,2,4,13,k,0.440546
3,5,13,3,4,13,k,0.388933
4,5,13,4,4,13,k,0.290149
5,5,13,5,4,13,k,0.333122
6,5,13,6,4,13,k,0.490771
7,5,13,7,4,13,k,0.436356
8,5,13,8,4,13,k,0.355172
9,5,13,9,4,13,k,0.344370
10,5,13,10,4,13,k,0.426355
11,5,13,11,4,13,k,0.311458
12,5,13,12,4,13,k,0.448262
13,5,13,13,4,13,k,0.460298
14,5,13,14,4,13,k,0.279369
0,5,13,0,4,13,k,0.213961
1,5,13,1,4,13,k,0.256437
2,5,13,2,4,13,k,0.435425
3,5,13,3,4,13,k,0.403776
4,5,13,4,4,13,k,0.302955
5,5,13,5,4,13,k,0.344209
6,5,13,6,4,13,k,0.474983
7,5,13,7,4,13,k,0.431464
8,5,13,8,4,13,k,0.363863
9,5,13,9,4,13,k,0.347255
10,5,13,10,4,13,k,0.425073
11,5,13,11,4,13,k,0.313636
12,5,13,12,4,13,k,0.444358
13,5,13,13,4,13,k,0.465558
14,5,13,14,4,13,k,0.289158
0,5,13,0,4,13,k,0.224133
1,5,13,1,4,13,k,0.243452
2,5,13,2,4,13,k,0.438882
3,5,13,3,4,13,k,0.397017
4,5,13,4,4,13,k,0.289134
5,5,13,5,4,13,k,0.347255
6,5,13,6,4,13,k,0.474050
7,5,13,7,4,13,k,0.427538
8,5,13,8,4,13,k,0.385686
9,5,13,9,4,13,k,0.338959
10,5,13,10,4,13,k,0.441303
11,5,13,11,4,13,k,0.311633
12,5,13,12,4,13,k,0.431250
13,5,13,13,4,13,k,0.449343
14,5,13,14,4,13,k,0.271617
0,5,13,0,5,0,g,0.296114
1,5,13,1,5,0,g,0.364734
2,5,13,2,5,0,g,0.589748
3,5,13,3,5,0,g,0.565232
4,5,13,4,5,0,g,0.376170
5,5,13,5,5,0,g,0.517510
6,5,13,6,5,0,g,0.493736
7,5,13,7,5,0,g,0.494500
8,5,13,8,5,0,g,0.483874
9,5,13,9,5,0,g,0.534989
10,5,13,10,5,0,g,0.374611
11,5,13,11,5,0,g,0.345846
12,5,13,12,5,0,g,0.467826
13,5,13,13,5,0,g,0.331379
14,5,13,14,5,0,g,0.385403
0,5,13,0,5,1,g,0.333064
1,5,13,1,5,1,g,0.363463
2,5,13,2,5,1,g,0.714022
3,5,13,3,5,1,g,0.538678
4,5,13,4,5,1,g,0.748289
5,5,13,5,5,1,g,0.469674
6,5,13,6,5,1,g,0.489224
7,5,13,7,5,1,g,0.452330
8,5,13,8,5,1,g,0.528073
9,5,13,9,5,1,g,0.516756
10,5,13,10,5,1,g,0.412423
11,5,13,11,5,1,g,0.398600
12,5,13,12,5,1,g,0.508455
13,5,13,13,5,1,g,0.499341
14,5,13,14,5,1,g,0.346572
0,5,13,0,5,2,g,0.353663
1,5,13,1,5,2,g,0.305348
2,5,13,2,5,2,g,0.499546
3,5,13,3,5,2,g,0.733717
4,5,13,4,5,2,g,0.316413
5,5,13,5,5,2,g,0.376665
6,5,13,6,5,2,g,0.357783
7,5,13,7,5,2,g,0.548673
8,5,13,8,5,2,g,0.421388
9,5,13,9,5,2,g,0.715173
10,5,13,10,5,2,g,0.515765
11,5,13,11,5,2,g,0.445861
12,5,13,12,5,2,g,0.591321
13,5,13,13,5,2,g,0.459542
14,5,13,14,5,2,g,0.291255
0,5,13,0,5,3,g,0.225470
1,5,13,1,5,3,g,0.257669
2,5,13,2,5,3,g,0.675091
3,5,13,3,5,3,g,0.534141
4,5,13,4,5,3,g,0.397796
5,5,13,5,5,3,g,0.364005
6,5,13,6,5,3,g,0.338289
7,5,13,7,5,3,g,0.505662
8,5,13,8,5,3,g,0.365489
9,5,13,9,5,3,g,0.376645
10,5,13,10,5,3,g,0.354579
11,5,13,11,5,3,g,0.342381
12,5,13,12,5,3,g,0.532970
13,5,13,13,5,3,g,0.474285
14,5,13,14,5,3,g,0.431002
0,5,13,0,5,4,g,0.540743
1,5,13,1,5,4,g,0.316895
2,5,13,2,5,4,g,0.418568
3,5,13,3,5,4,g,0.426465
4,5,13,4,5,4,g,0.415104
5,5,13,5,5,4,g,0.323783
6,5,13,6,5,4,g,0.661386
7,5,13,7,5,4,g,0.576174
8,5,13,8,5,4,g,0.467176
9,5,13,9,5,4,g,0.417460
10,5,13,10,5,4,g,0.284949
11,5,13,11,5,4,g,0.275711
