sg,sr,sg,dg,dr,dc,color,ratio
10,3,10,10,2,10,k,0.000000
11,3,10,11,2,10,k,0.000000
12,3,10,12,2,10,k,0.000429
13,3,10,13,2,10,k,0.000209
14,3,10,14,2,10,k,0.000000
0,3,10,0,2,10,k,0.496137
1,3,10,1,2,10,k,0.402201
2,3,10,2,2,10,k,0.000539
3,3,10,3,2,10,k,0.000654
4,3,10,4,2,10,k,0.000430
5,3,10,5,2,10,k,0.000185
6,3,10,6,2,10,k,0.000301
7,3,10,7,2,10,k,0.001319
8,3,10,8,2,10,k,0.000230
9,3,10,9,2,10,k,0.000501
10,3,10,10,2,10,k,0.000000
11,3,10,11,2,10,k,0.000934
12,3,10,12,2,10,k,0.000063
13,3,10,13,2,10,k,0.000314
14,3,10,14,2,10,k,0.000114
0,3,10,0,2,10,k,0.460585
1,3,10,1,2,10,k,0.392538
2,3,10,2,2,10,k,0.000767
3,3,10,3,2,10,k,0.001045
4,3,10,4,2,10,k,0.000279
5,3,10,5,2,10,k,0.000627
6,3,10,6,2,10,k,0.000707
7,3,10,7,2,10,k,0.000000
8,3,10,8,2,10,k,0.000081
9,3,10,9,2,10,k,0.000097
10,3,10,10,2,10,k,0.001686
11,3,10,11,2,10,k,0.000166
12,3,10,12,2,10,k,0.000868
13,3,10,13,2,10,k,0.000267
14,3,10,14,2,10,k,0.000285
0,3,10,0,3,0,g,0.697173
1,3,10,1,3,0,g,0.543169
2,3,10,2,3,0,g,0.000855
3,3,10,3,3,0,g,0.001882
4,3,10,4,3,0,g,0.000689
5,3,10,5,3,0,g,0.001942
6,3,10,6,3,0,g,0.002122
7,3,10,7,3,0,g,0.003275
8,3,10,8,3,0,g,0.000895
9,3,10,9,3,0,g,0.001529
10,3,10,10,3,0,g,0.000672
11,3,10,11,3,0,g,0.001077
12,3,10,12,3,0,g,0.001141
13,3,10,13,3,0,g,0.001491
14,3,10,14,3,0,g,0.002516
0,3,10,0,3,1,g,0.701375
1,3,10,1,3,1,g,0.547234
2,3,10,2,3,1,g,0.004335
3,3,10,3,3,1,g,0.001691
4,3,10,4,3,1,g,0.002800
5,3,10,5,3,1,g,0.002609
6,3,10,6,3,1,g,0.002279
7,3,10,7,3,1,g,0.002845
8,3,10,8,3,1,g,0.000434
9,3,10,9,3,1,g,0.000602
10,3,10,10,3,1,g,0.002015
11,3,10,11,3,1,g,0.002059
12,3,10,12,3,1,g,0.001423
13,3,10,13,3,1,g,0.001963
14,3,10,14,3,1,g,0.002130
0,3,10,0,3,2,g,0.696580
1,3,10,1,3,2,g,0.549401
2,3,10,2,3,2,g,0.001800
3,3,10,3,3,2,g,0.001747
4,3,10,4,3,2,g,0.002515
5,3,10,5,3,2,g,0.000739
6,3,10,6,3,2,g,0.001855
7,3,10,7,3,2,g,0.001657
8,3,10,8,3,2,g,0.001100
9,3,10,9,3,2,g,0.001227
10,3,10,10,3,2,g,0.000743
11,3,10,11,3,2,g,0.001604
12,3,10,12,3,2,g,0.003054
13,3,10,13,3,2,g,0.000770
14,3,10,14,3,2,g,0.002652
0,3,10,0,3,3,g,0.697800
1,3,10,1,3,3,g,0.550646
2,3,10,2,3,3,g,0.002459
3,3,10,3,3,3,g,0.002879
4,3,10,4,3,3,g,0.002203
5,3,10,5,3,3,g,0.001572
6,3,10,6,3,3,g,0.002207
7,3,10,7,3,3,g,0.001696
8,3,10,8,3,3,g,0.001119
9,3,10,9,3,3,g,0.001105
10,3,10,10,3,3,g,0.002563
11,3,10,11,3,3,g,0.001115
12,3,10,12,3,3,g,0.001152
13,3,10,13,3,3,g,0.000844
14,3,10,14,3,3,g,0.003427
0,3,10,0,3,4,g,0.693403
1,3,10,1,3,4,g,0.550328
2,3,10,2,3,4,g,0.000000
3,3,10,3,3,4,g,0.000000
4,3,10,4,3,4,g,0.000000
5,3,10,5,3,4,g,0.000000
6,3,10,6,3,4,g,0.000000
7,3,10,7,3,4,g,0.000000
8,3,10,8,3,4,g,0.000000
9,3,10,9,3,4,g,0.000000
10,3,10,10,3,4,g,0.000000
11,3,10,11,3,4,g,0.000000
12,3,10,12,3,4,g,0.000000
13,3,10,13,3,4,g,0.000000
14,3,10,14,3,4,g,0.000000
0,3,10,0,3,5,g,0.696999
1,3,10,1,3,5,g,0.550566
2,3,10,2,3,5,g,0.000000
3,3,10,3,3,5,g,0.000000
4,3,10,4,3,5,g,0.000000
5,3,10,5,3,5,g,0.000000
6,3,10,6,3,5,g,0.000000
7,3,10,7,3,5,g,0.000000
8,3,10,8,3,5,g,0.000000
9,3,10,9,3,5,g,0.000000
10,3,10,10,3,5,g,0.000000
11,3,10,11,3,5,g,0.000000
12,3,10,12,3,5,g,0.000000
13,3,10,13,3,5,g,0.000000
14,3,10,14,3,5,g,0.000000
0,3,10,0,3,6,g,0.703403
1,3,10,1,3,6,g,0.552838
2,3,10,2,3,6,g,0.000000
3,3,10,3,3,6,g,0.000000
4,3,10,4,3,6,g,0.000000
5,3,10,5,3,6,g,0.000000
6,3,10,6,3,6,g,0.000000
7,3,10,7,3,6,g,0.000000
8,3,10,8,3,6,g,0.000000
9,3,10,9,3,6,g,0.000000
10,3,10,10,3,6,g,0.000000
11,3,10,11,3,6,g,0.000000
12,3,10,12,3,6,g,0.000000
13,3,10,13,3,6,g,0.000000
14,3,10,14,3,6,g,0.000000
0,3,10,0,3,7,g,0.553411
1,3,10,1,3,7,g,0.504544
2,3,10,2,3,7,g,0.000000
3,3,10,3,3,7,g,0.000000
4,3,10,4,3,7,g,0.000000
5,3,10,5,3,7,g,0.000000
6,3,10,6,3,7,g,0.000000
7,3,10,7,3,7,g,0.000000
8,3,10,8,3,7,g,0.000000
9,3,10,9,3,7,g,0.000000
10,3,10,10,3,7,g,0.000000
11,3,10,11,3,7,g,0.000000
12,3,10,12,3,7,g,0.000000
13,3,10,13,3,7,g,0.000000
14,3,10,14,3,7,g,0.000000
0,3,10,0,3,8,g,0.658405
1,3,10,1,3,8,g,0.522456
2,3,10,2,3,8,g,0.000000
3,3,10,3,3,8,g,0.000000
4,3,10,4,3,8,g,0.000000
5,3,10,5,3,8,g,0.000000
6,3,10,6,3,8,g,0.000000
7,3,10,7,3,8,g,0.000000
8,3,10,8,3,8,g,0.000000
9,3,10,9,3,8,g,0.000000
10,3,10,10,3,8,g,0.000000
11,3,10,11,3,8,g,0.000000
12,3,10,12,3,8,g,0.000000
13,3,10,13,3,8,g,0.000000
14,3,10,14,3,8,g,0.000000
0,3,10,0,3,9,g,0.720636
1,3,10,1,3,9,g,0.567697
2,3,10,2,3,9,g,0.000000
3,3,10,3,3,9,g,0.000000
4,3,10,4,3,9,g,0.000000
5,3,10,5,3,9,g,0.000000
6,3,10,6,3,9,g,0.000000
7,3,10,7,3,9,g,0.000000
8,3,10,8,3,9,g,0.000000
9,3,10,9,3,9,g,0.000000
10,3,10,10,3,9,g,0.000000
11,3,10,11,3,9,g,0.000000
12,3,10,12,3,9,g,0.000000
13,3,10,13,3,9,g,0.000000
14,3,10,14,3,9,g,0.000000
0,3,10,0,3,11,g,0.716514
1,3,10,1,3,11,g,0.549116
2,3,10,2,3,11,g,0.000000
3,3,10,3,3,11,g,0.000000
4,3,10,4,3,11,g,0.000000
5,3,10,5,3,11,g,0.000000
6,3,10,6,3,11,g,0.000000
7,3,10,7,3,11,g,0.000000
8,3,10,8,3,11,g,0.000000
9,3,10,9,3,11,g,0.000000
10,3,10,10,3,11,g,0.000000
11,3,10,11,3,11,g,0.000000
12,3,10,12,3,11,g,0.000000
13,3,10,13,3,11,g,0.000000
14,3,10,14,3,11,g,0.000000
0,3,10,0,3,12,g,0.664755
1,3,10,1,3,12,g,0.508647
2,3,10,2,3,12,g,0.000000
3,3,10,3,3,12,g,0.000000
4,3,10,4,3,12,g,0.000000
5,3,10,5,3,12,g,0.000000
6,3,10,6,3,12,g,0.000000
7,3,10,7,3,12,g,0.000000
8,3,10,8,3,12,g,0.000000
9,3,10,9,3,12,g,0.000000
10,3,10,10,3,12,g,0.000000
11,3,10,11,3,12,g,0.000000
12,3,10,12,3,12,g,0.000000
13,3,10,13,3,12,g,0.000000
14,3,10,14,3,12,g,0.000000
0,3,10,0,3,13,g,0.547212
1,3,10,1,3,13,g,0.533984
2,3,10,2,3,13,g,0.000000
3,3,10,3,3,13,g,0.000000
4,3,10,4,3,13,g,0.000000
5,3,10,5,3,13,g,0.000000
6,3,10,6,3,13,g,0.000000
7,3,10,7,3,13,g,0.000000
8,3,10,8,3,13,g,0.000000
9,3,10,9,3,13,g,0.000000
10,3,10,10,3,13,g,0.000000
11,3,10,11,3,13,g,0.000000
12,3,10,12,3,13,g,0.000000
13,3,10,13,3,13,g,0.000000
14,3,10,14,3,13,g,0.000000
0,3,10,0,3,14,g,0.699574
1,3,10,1,3,14,g,0.537964
2,3,10,2,3,14,g,0.000000
3,3,10,3,3,14,g,0.000000
4,3,10,4,3,14,g,0.000000
5,3,10,5,3,14,g,0.000000
6,3,10,6,3,14,g,0.000000
7,3,10,7,3,14,g,0.000000
8,3,10,8,3,14,g,0.000000
9,3,10,9,3,14,g,0.000000
10,3,10,10,3,14,g,0.000000
11,3,10,11,3,14,g,0.000000
12,3,10,12,3,14,g,0.000000
13,3,10,13,3,14,g,0.000000
14,3,10,14,3,14,g,0.000000
0,3,10,0,3,15,g,0.695828
1,3,10,1,3,15,g,0.528727
2,3,10,2,3,15,g,0.000000
3,3,10,3,3,15,g,0.000000
4,3,10,4,3,15,g,0.000000
5,3,10,5,3,15,g,0.000000
6,3,10,6,3,15,g,0.000000
7,3,10,7,3,15,g,0.000000
8,3,10,8,3,15,g,0.000000
9,3,10,9,3,15,g,0.000000
10,3,10,10,3,15,g,0.000000
11,3,10,11,3,15,g,0.000000
12,3,10,12,3,15,g,0.000000
13,3,10,13,3,15,g,0.000000
14,3,10,14,3,15,g,0.000000
0,3,10,0,4,10,k,0.480463
1,3,10,1,4,10,k,0.444652
2,3,10,2,4,10,k,0.000213
3,3,10,3,4,10,k,0.000000
4,3,10,4,4,10,k,0.000000
5,3,10,5,4,10,k,0.000156
6,3,10,6,4,10,k,0.000649
7,3,10,7,4,10,k,0.001543
8,3,10,8,4,10,k,0.000096
9,3,10,9,4,10,k,0.000065
10,3,10,10,4,10,k,0.000612
11,3,10,11,4,10,k,0.000756
12,3,10,12,4,10,k,0.000277
13,3,10,13,4,10,k,0.000102
14,3,10,14,4,10,k,0.000220
0,3,10,0,4,10,k,0.461350
1,3,10,1,4,10,k,0.444067
2,3,10,2,4,10,k,0.000954
3,3,10,3,4,10,k,0.000617
4,3,10,4,4,10,k,0.000000
5,3,10,5,4,10,k,0.000000
6,3,10,6,4,10,k,0.000249
7,3,10,7,4,10,k,0.000722
8,3,10,8,4,10,k,0.000330
9,3,10,9,4,10,k,0.001658
10,3,10,10,4,10,k,0.000055
11,3,10,11,4,10,k,0.000514
12,3,10,12,4,10,k,0.000000
13,3,10,13,4,10,k,0.000098
14,3,10,14,4,10,k,0.000503
0,3,10,0,4,10,k,0.478868
1,3,10,1,4,10,k,0.450592
2,3,10,2,4,10,k,0.000593
3,3,10,3,4,10,k,0.000615
4,3,10,4,4,10,k,0.000148
5,3,10,5,4,10,k,0.000627
6,3,10,6,4,10,k,0.000000
7,3,10,7,4,10,k,0.001255
8,3,10,8,4,10,k,0.000235
9,3,10,9,4,10,k,0.000313
10,3,10,10,4,10,k,0.000070
11,3,10,11,4,10,k,0.000000
12,3,10,12,4,10,k,0.001679
13,3,10,13,4,10,k,0.000379
14,3,10,14,4,10,k,0.000721
0,3,10,0,5,10,k,0.468526
1,3,10,1,5,10,k,0.462578
2,3,10,2,5,10,k,0.000000
3,3,10,3,5,10,k,0.000447
4,3,10,4,5,10,k,0.000159
5,3,10,5,5,10,k,0.000244
6,3,10,6,5,10,k,0.000393
7,3,10,7,5,10,k,0.001467
8,3,10,8,5,10,k,0.000278
9,3,10,9,5,10,k,0.000215
10,3,10,10,5,10,k,0.000701
11,3,10,11,5,10,k,0.000275
12,3,10,12,5,10,k,0.000000
13,3,10,13,5,10,k,0.000199
14,3,10,14,5,10,k,0.000258
0,3,10,0,5,10,k,0.481197
1,3,10,1,5,10,k,0.452437
2,3,10,2,5,10,k,0.000108
3,3,10,3,5,10,k,0.000226
4,3,10,4,5,10,k,0.000008
5,3,10,5,5,10,k,0.000064
6,3,10,6,5,10,k,0.000362
7,3,10,7,5,10,k,0.000159
8,3,10,8,5,10,k,0.000050
9,3,10,9,5,10,k,0.000000
10,3,10,10,5,10,k,0.000995
11,3,10,11,5,10,k,0.000407
12,3,10,12,5,10,k,0.000464
13,3,10,13,5,10,k,0.000523
14,3,10,14,5,10,k,0.000181
0,3,10,0,5,10,k,0.462197
1,3,10,1,5,10,k,0.407768
2,3,10,2,5,10,k,0.000213
3,3,10,3,5,10,k,0.000196
4,3,10,4,5,10,k,0.000466
5,3,10,5,5,10,k,0.000639
6,3,10,6,5,10,k,0.000270
7,3,10,7,5,10,k,0.000000
8,3,10,8,5,10,k,0.000067
9,3,10,9,5,10,k,0.000099
10,3,10,10,5,10,k,0.000985
11,3,10,11,5,10,k,0.000245
12,3,10,12,5,10,k,0.000217
13,3,10,13,5,10,k,0.000826
14,3,10,14,5,10,k,0.000647
0,3,11,0,0,11,k,0.482643
1,3,11,1,0,11,k,0.412957
2,3,11,2,0,11,k,0.000486
3,3,11,3,0,11,k,0.000290
4,3,11,4,0,11,k,0.000000
5,3,11,5,0,11,k,0.000561
6,3,11,6,0,11,k,0.000558
7,3,11,7,0,11,k,0.000332
8,3,11,8,0,11,k,0.001553
9,3,11,9,0,11,k,0.017916
10,3,11,10,0,11,k,0.000386
11,3,11,11,0,11,k,0.000449
12,3,11,12,0,11,k,0.000295
13,3,11,13,0,11,k,0.000413
14,3,11,14,0,11,k,0.000000
0,3,11,0,0,11,k,0.447049
1,3,11,1,0,11,k,0.428570
2,3,11,2,0,11,k,0.000000
3,3,11,3,0,11,k,0.000364
4,3,11,4,0,11,k,0.000365
5,3,11,5,0,11,k,0.000627
6,3,11,6,0,11,k,0.000515
7,3,11,7,0,11,k,0.000488
8,3,11,8,0,11,k,0.000357
9,3,11,9,0,11,k,0.000062
10,3,11,10,0,11,k,0.002033
11,3,11,11,0,11,k,0.000310
12,3,11,12,0,11,k,0.000921
13,3,11,13,0,11,k,0.000100
14,3,11,14,0,11,k,0.000350
0,3,11,0,0,11,k,0.471716
1,3,11,1,0,11,k,0.414751
2,3,11,2,0,11,k,0.000513
3,3,11,3,0,11,k,0.000246
4,3,11,4,0,11,k,0.000387
5,3,11,5,0,11,k,0.000560
6,3,11,6,0,11,k,0.000424
7,3,11,7,0,11,k,0.000773
8,3,11,8,0,11,k,0.000204
9,3,11,9,0,11,k,0.000287
10,3,11,10,0,11,k,0.001474
11,3,11,11,0,11,k,0.000000
12,3,11,12,0,11,k,0.000194
13,3,11,13,0,11,k,0.000193
14,3,11,14,0,11,k,0.000062
0,3,11,0,1,11,k,0.484777
1,3,11,1,1,11,k,0.399635
2,3,11,2,1,11,k,0.001827
3,3,11,3,1,11,k,0.000000
4,3,11,4,1,11,k,0.000285
5,3,11,5,1,11,k,0.000516
6,3,11,6,1,11,k,0.000855
7,3,11,7,1,11,k,0.000121
8,3,11,8,1,11,k,0.000226
9,3,11,9,1,11,k,0.000038
10,3,11,10,1,11,k,0.000429
11,3,11,11,1,11,k,0.000000
12,3,11,12,1,11,k,0.000597
13,3,11,13,1,11,k,0.000255
14,3,11,14,1,11,k,0.000325
0,3,11,0,1,11,k,0.467553
1,3,11,1,1,11,k,0.406186
2,3,11,2,1,11,k,0.000083
3,3,11,3,1,11,k,0.000000
4,3,11,4,1,11,k,0.000591
5,3,11,5,1,11,k,0.000819
6,3,11,6,1,11,k,0.000246
7,3,11,7,1,11,k,0.000711
8,3,11,8,1,11,k,0.000306
9,3,11,9,1,11,k,0.000160
10,3,11,10,1,11,k,0.000000
11,3,11,11,1,11,k,0.000650
12,3,11,12,1,11,k,0.000237
13,3,11,13,1,11,k,0.000299
14,3,11,14,1,11,k,0.000778
0,3,11,0,1,11,k,0.469361
1,3,11,1,1,11,k,0.418450
2,3,11,2,1,11,k,0.000358
3,3,11,3,1,11,k,0.001374
4,3,11,4,1,11,k,0.000097
5,3,11,5,1,11,k,0.000056
6,3,11,6,1,11,k,0.000935
7,3,11,7,1,11,k,0.008768
8,3,11,8,1,11,k,0.000481
9,3,11,9,1,11,k,0.000298
10,3,11,10,1,11,k,0.000576
11,3,11,11,1,11,k,0.001249
12,3,11,12,1,11,k,0.000000
13,3,11,13,1,11,k,0.000000
14,3,11,14,1,11,k,0.000321
0,3,11,0,2,11,k,0.467087
1,3,11,1,2,11,k,0.414996
2,3,11,2,2,11,k,0.000069
3,3,11,3,2,11,k,0.000188
4,3,11,4,2,11,k,0.000483
5,3,11,5,2,11,k,0.000375
6,3,11,6,2,11,k,0.000568
7,3,11,7,2,11,k,0.001301
8,3,11,8,2,11,k,0.000757
9,3,11,9,2,11,k,0.000050
10,3,11,10,2,11,k,0.000727
11,3,11,11,2,11,k,0.000220
12,3,11,12,2,11,k,0.000469
13,3,11,13,2,11,k,0.000321
14,3,11,14,2,11,k,0.000296
0,3,11,0,2,11,k,0.475171
1,3,11,1,2,11,k,0.389544
2,3,11,2,2,11,k,0.000098
3,3,11,3,2,11,k,0.000880
4,3,11,4,2,11,k,0.000745
5,3,11,5,2,11,k,0.000344
6,3,11,6,2,11,k,0.000000
7,3,11,7,2,11,k,0.000230
8,3,11,8,2,11,k,0.000222
9,3,11,9,2,11,k,0.000097
10,3,11,10,2,11,k,0.000470
11,3,11,11,2,11,k,0.000264
12,3,11,12,2,11,k,0.000417
13,3,11,13,2,11,k,0.000365
14,3,11,14,2,11,k,0.000538
0,3,11,0,2,11,k,0.483588
1,3,11,1,2,11,k,0.410988
2,3,11,2,2,11,k,0.000680
3,3,11,3,2,11,k,0.001031
4,3,11,4,2,11,k,0.000257
5,3,11,5,2,11,k,0.000873
6,3,11,6,2,11,k,0.000182
7,3,11,7,2,11,k,0.001953
8,3,11,8,2,11,k,0.000000
9,3,11,9,2,11,k,0.000165
10,3,11,10,2,11,k,0.000122
11,3,11,11,2,11,k,0.000550
12,3,11,12,2,11,k,0.000233
13,3,11,13,2,11,k,0.000167
14,3,11,14,2,11,k,0.000231
0,3,11,0,3,0,g,0.692844
1,3,11,1,3,0,g,0.543649
2,3,11,2,3,0,g,0.002208
3,3,11,3,3,0,g,0.001205
4,3,11,4,3,0,g,0.002074
5,3,11,5,3,0,g,0.001135
6,3,11,6,3,0,g,0.001258
7,3,11,7,3,0,g,0.003933
8,3,11,8,3,0,g,0.002952
9,3,11,9,3,0,g,0.001944
10,3,11,10,3,0,g,0.000531
11,3,11,11,3,0,g,0.001640
12,3,11,12,3,0,g,0.002974
13,3,11,13,3,0,g,0.001242
14,3,11,14,3,0,g,0.000789
0,3,11,0,3,1,g,0.699017
1,3,11,1,3,1,g,0.543625
2,3,11,2,3,1,g,0.001727
3,3,11,3,3,1,g,0.002415
4,3,11,4,3,1,g,0.002517
5,3,11,5,3,1,g,0.001518
6,3,11,6,3,1,g,0.003808
7,3,11,7,3,1,g,0.002777
8,3,11,8,3,1,g,0.000695
9,3,11,9,3,1,g,0.000274
10,3,11,10,3,1,g,0.002990
11,3,11,11,3,1,g,0.001646
12,3,11,12,3,1,g,0.001523
13,3,11,13,3,1,g,0.000465
14,3,11,14,3,1,g,0.000219
0,3,11,0,3,2,g,0.694950
1,3,11,1,3,2,g,0.541743
2,3,11,2,3,2,g,0.000990
3,3,11,3,3,2,g,0.001991
4,3,11,4,3,2,g,0.002979
5,3,11,5,3,2,g,0.000677
6,3,11,6,3,2,g,0.001615
7,3,11,7,3,2,g,0.004160
8,3,11,8,3,2,g,0.000732
9,3,11,9,3,2,g,0.001554
10,3,11,10,3,2,g,0.001198
11,3,11,11,3,2,g,0.003215
12,3,11,12,3,2,g,0.002678
13,3,11,13,3,2,g,0.002002
14,3,11,14,3,2,g,0.001783
0,3,11,0,3,3,g,0.693413
1,3,11,1,3,3,g,0.541492
2,3,11,2,3,3,g,0.002064
3,3,11,3,3,3,g,0.001050
4,3,11,4,3,3,g,0.001450
5,3,11,5,3,3,g,0.002023
6,3,11,6,3,3,g,0.002057
7,3,11,7,3,3,g,0.002758
8,3,11,8,3,3,g,0.000682
9,3,11,9,3,3,g,0.000999
10,3,11,10,3,3,g,0.001520
11,3,11,11,3,3,g,0.001572
12,3,11,12,3,3,g,0.001525
13,3,11,13,3,3,g,0.002123
14,3,11,14,3,3,g,0.002350
0,3,11,0,3,4,g,0.690781
1,3,11,1,3,4,g,0.544408
2,3,11,2,3,4,g,0.000000
3,3,11,3,3,4,g,0.000000
4,3,11,4,3,4,g,0.000000
5,3,11,5,3,4,g,0.000000
6,3,11,6,3,4,g,0.000000
7,3,11,7,3,4,g,0.000000
8,3,11,8,3,4,g,0.000000
9,3,11,9,3,4,g,0.000000
10,3,11,10,3,4,g,0.000000
11,3,11,11,3,4,g,0.000000
12,3,11,12,3,4,g,0.000000
13,3,11,13,3,4,g,0.000000
14,3,11,14,3,4,g,0.000000
0,3,11,0,3,5,g,0.693419
1,3,11,1,3,5,g,0.545310
2,3,11,2,3,5,g,0.000000
3,3,11,3,3,5,g,0.000000
4,3,11,4,3,5,g,0.000000
5,3,11,5,3,5,g,0.000000
6,3,11,6,3,5,g,0.000000
7,3,11,7,3,5,g,0.000000
8,3,11,8,3,5,g,0.000000
9,3,11,9,3,5,g,0.000000
10,3,11,10,3,5,g,0.000000
11,3,11,11,3,5,g,0.000000
12,3,11,12,3,5,g,0.000000
13,3,11,13,3,5,g,0.000000
14,3,11,14,3,5,g,0.000000
0,3,11,0,3,6,g,0.693192
1,3,11,1,3,6,g,0.539823
2,3,11,2,3,6,g,0.000000
3,3,11,3,3,6,g,0.000000
4,3,11,4,3,6,g,0.000000
5,3,11,5,3,6,g,0.000000
6,3,11,6,3,6,g,0.000000
7,3,11,7,3,6,g,0.000000
8,3,11,8,3,6,g,0.000000
9,3,11,9,3,6,g,0.000000
10,3,11,10,3,6,g,0.000000
11,3,11,11,3,6,g,0.000000
12,3,11,12,3,6,g,0.000000
13,3,11,13,3,6,g,0.000000
14,3,11,14,3,6,g,0.000000
0,3,11,0,3,7,g,0.697222
1,3,11,1,3,7,g,0.542613
2,3,11,2,3,7,g,0.000000
3,3,11,3,3,7,g,0.000000
4,3,11,4,3,7,g,0.000000
5,3,11,5,3,7,g,0.000000
6,3,11,6,3,7,g,0.000000
7,3,11,7,3,7,g,0.000000
8,3,11,8,3,7,g,0.000000
9,3,11,9,3,7,g,0.000000
10,3,11,10,3,7,g,0.000000
11,3,11,11,3,7,g,0.000000
12,3,11,12,3,7,g,0.000000
13,3,11,13,3,7,g,0.000000
14,3,11,14,3,7,g,0.000000
0,3,11,0,3,8,g,0.535371
1,3,11,1,3,8,g,0.529855
2,3,11,2,3,8,g,0.000000
3,3,11,3,3,8,g,0.000000
4,3,11,4,3,8,g,0.000000
5,3,11,5,3,8,g,0.000000
6,3,11,6,3,8,g,0.000000
7,3,11,7,3,8,g,0.000000
8,3,11,8,3,8,g,0.000000
9,3,11,9,3,8,g,0.000000
10,3,11,10,3,8,g,0.000000
11,3,11,11,3,8,g,0.000000
12,3,11,12,3,8,g,0.000000
13,3,11,13,3,8,g,0.000000
14,3,11,14,3,8,g,0.000000
0,3,11,0,3,9,g,0.660830
1,3,11,1,3,9,g,0.514553
2,3,11,2,3,9,g,0.000000
3,3,11,3,3,9,g,0.000000
4,3,11,4,3,9,g,0.000000
5,3,11,5,3,9,g,0.000000
6,3,11,6,3,9,g,0.000000
7,3,11,7,3,9,g,0.000000
8,3,11,8,3,9,g,0.000000
9,3,11,9,3,9,g,0.000000
10,3,11,10,3,9,g,0.000000
11,3,11,11,3,9,g,0.000000
12,3,11,12,3,9,g,0.000000
13,3,11,13,3,9,g,0.000000
14,3,11,14,3,9,g,0.000000
0,3,11,0,3,10,g,0.713613
1,3,11,1,3,10,g,0.539157
2,3,11,2,3,10,g,0.000000
3,3,11,3,3,10,g,0.000000
4,3,11,4,3,10,g,0.000000
5,3,11,5,3,10,g,0.000000
6,3,11,6,3,10,g,0.000000
7,3,11,7,3,10,g,0.000000
8,3,11,8,3,10,g,0.000000
9,3,11,9,3,10,g,0.000000
10,3,11,10,3,10,g,0.000000
11,3,11,11,3,10,g,0.000000
12,3,11,12,3,10,g,0.000000
13,3,11,13,3,10,g,0.000000
14,3,11,14,3,10,g,0.000000
0,3,11,0,3,12,g,0.706758
1,3,11,1,3,12,g,0.526619
2,3,11,2,3,12,g,0.000000
3,3,11,3,3,12,g,0.000000
4,3,11,4,3,12,g,0.000000
5,3,11,5,3,12,g,0.000000
6,3,11,6,3,12,g,0.000000
7,3,11,7,3,12,g,0.000000
8,3,11,8,3,12,g,0.000000
9,3,11,9,3,12,g,0.000000
10,3,11,10,3,12,g,0.000000
11,3,11,11,3,12,g,0.000000
12,3,11,12,3,12,g,0.000000
13,3,11,13,3,12,g,0.000000
14,3,11,14,3,12,g,0.000000
0,3,11,0,3,13,g,0.660824
1,3,11,1,3,13,g,0.502911
2,3,11,2,3,13,g,0.000000
3,3,11,3,3,13,g,0.000000
4,3,11,4,3,13,g,0.000000
5,3,11,5,3,13,g,0.000000
6,3,11,6,3,13,g,0.000000
7,3,11,7,3,13,g,0.000000
8,3,11,8,3,13,g,0.000000
9,3,11,9,3,13,g,0.000000
10,3,11,10,3,13,g,0.000000
11,3,11,11,3,13,g,0.000000
12,3,11,12,3,13,g,0.000000
13,3,11,13,3,13,g,0.000000
14,3,11,14,3,13,g,0.000000
0,3,11,0,3,14,g,0.564896
1,3,11,1,3,14,g,0.523184
2,3,11,2,3,14,g,0.000000
3,3,11,3,3,14,g,0.000000
4,3,11,4,3,14,g,0.000000
5,3,11,5,3,14,g,0.000000
6,3,11,6,3,14,g,0.000000
7,3,11,7,3,14,g,0.000000
8,3,11,8,3,14,g,0.000000
9,3,11,9,3,14,g,0.000000
10,3,11,10,3,14,g,0.000000
11,3,11,11,3,14,g,0.000000
12,3,11,12,3,14,g,0.000000
13,3,11,13,3,14,g,0.000000
14,3,11,14,3,14,g,0.000000
0,3,11,0,3,15,g,0.699262
1,3,11,1,3,15,g,0.521196
2,3,11,2,3,15,g,0.000000
3,3,11,3,3,15,g,0.000000
4,3,11,4,3,15,g,0.000000
5,3,11,5,3,15,g,0.000000
6,3,11,6,3,15,g,0.000000
7,3,11,7,3,15,g,0.000000
8,3,11,8,3,15,g,0.000000
9,3,11,9,3,15,g,0.000000
10,3,11,10,3,15,g,0.000000
11,3,11,11,3,15,g,0.000000
12,3,11,12,3,15,g,0.000000
13,3,11,13,3,15,g,0.000000
14,3,11,14,3,15,g,0.000000
0,3,11,0,4,11,k,0.480564
1,3,11,1,4,11,k,0.473682
2,3,11,2,4,11,k,0.000162
3,3,11,3,4,11,k,0.000478
4,3,11,4,4,11,k,0.000479
5,3,11,5,4,11,k,0.000009
6,3,11,6,4,11,k,0.000264
7,3,11,7,4,11,k,0.000598
8,3,11,8,4,11,k,0.000359
9,3,11,9,4,11,k,0.000101
10,3,11,10,4,11,k,0.001819
11,3,11,11,4,11,k,0.000173
12,3,11,12,4,11,k,0.000602
13,3,11,13,4,11,k,0.000000
14,3,11,14,4,11,k,0.000216
0,3,11,0,4,11,k,0.498997
1,3,11,1,4,11,k,0.454932
2,3,11,2,4,11,k,0.000371
3,3,11,3,4,11,k,0.000690
4,3,11,4,4,11,k,0.000556
5,3,11,5,4,11,k,0.000115
6,3,11,6,4,11,k,0.000248
7,3,11,7,4,11,k,0.000457
8,3,11,8,4,11,k,0.000058
9,3,11,9,4,11,k,0.017396
