sg,sr,sg,dg,dr,dc,color,ratio
5,4,9,4,4,9,b,0.000000
5,4,9,13,4,11,b,0.000000
5,4,9,13,4,11,b,0.000000
5,4,10,6,4,10,b,0.000000
5,4,10,6,4,10,b,0.000000
5,4,10,14,4,10,b,0.000000
5,4,10,14,4,10,b,0.000000
5,4,11,6,4,11,b,0.000000
5,4,11,6,4,11,b,0.000000
5,4,11,14,4,11,b,0.000000
5,4,11,14,4,11,b,0.000000
5,4,12,7,4,10,b,0.000000
5,4,12,7,4,10,b,0.000000
5,4,13,7,4,11,b,0.000000
5,4,13,7,4,11,b,0.000000
5,4,14,8,4,10,b,0.000000
5,4,14,8,4,10,b,0.000000
5,4,15,8,4,11,b,0.000000
5,4,15,8,4,11,b,0.000000
5,5,0,0,5,8,b,0.014286
5,5,0,0,5,8,b,0.012310
5,5,0,9,5,10,b,0.000000
5,5,0,9,5,10,b,0.000000
5,5,1,0,5,9,b,0.010225
5,5,1,0,5,9,b,0.012779
5,5,1,9,5,11,b,0.000000
5,5,1,9,5,11,b,0.000000
5,5,2,1,5,8,b,0.009850
5,5,2,1,5,8,b,0.015429
5,5,2,10,5,10,b,0.000000
5,5,2,10,5,10,b,0.000000
5,5,3,1,5,9,b,0.017271
5,5,3,1,5,9,b,0.015811
5,5,3,10,5,11,b,0.000000
5,5,3,10,5,11,b,0.000000
5,5,4,2,5,8,b,0.000000
5,5,4,2,5,8,b,0.000000
5,5,4,11,5,10,b,0.000000
5,5,4,11,5,10,b,0.000000
5,5,5,2,5,9,b,0.000000
5,5,5,2,5,9,b,0.000000
5,5,5,11,5,11,b,0.000000
5,5,5,11,5,11,b,0.000000
5,5,6,3,5,8,b,0.000000
5,5,6,3,5,8,b,0.000000
5,5,6,12,5,10,b,0.000000
5,5,6,12,5,10,b,0.000000
5,5,7,3,5,9,b,0.000000
5,5,7,3,5,9,b,0.000000
5,5,7,12,5,11,b,0.000000
5,5,7,12,5,11,b,0.000000
5,5,8,4,5,8,b,0.000000
5,5,8,4,5,8,b,0.000000
5,5,8,13,5,10,b,0.000000
5,5,8,13,5,10,b,0.000000
5,5,9,4,5,9,b,0.000000
5,5,9,4,5,9,b,0.000000
5,5,9,13,5,11,b,0.000000
5,5,9,13,5,11,b,0.000000
5,5,10,6,5,10,b,0.000000
5,5,10,6,5,10,b,0.000000
5,5,10,14,5,10,b,0.000000
5,5,10,14,5,10,b,0.000000
5,5,11,6,5,11,b,0.000000
5,5,11,6,5,11,b,0.000000
5,5,11,14,5,11,b,0.000000
5,5,11,14,5,11,b,0.000000
5,5,12,7,5,10,b,0.000000
5,5,12,7,5,10,b,0.000000
5,5,13,7,5,11,b,0.000000
5,5,13,7,5,11,b,0.000000
5,5,14,8,5,10,b,0.000000
5,5,14,8,5,10,b,0.000000
5,5,15,8,5,11,b,0.000000
5,5,15,8,5,11,b,0.000000
6,0,0,0,0,10,b,0.010952
6,0,0,0,0,10,b,0.013384
6,0,0,9,0,12,b,0.000000
6,0,0,9,0,12,b,0.000000
6,0,1,0,0,11,b,0.016638
6,0,1,0,0,11,b,0.014648
6,0,1,9,0,13,b,0.000000
6,0,1,9,0,13,b,0.000000
6,0,2,1,0,10,b,0.015299
6,0,2,1,0,10,b,0.012163
6,0,2,10,0,12,b,0.000000
6,0,2,10,0,12,b,0.000000
6,0,3,1,0,11,b,0.011621
6,0,3,1,0,11,b,0.015190
6,0,3,10,0,13,b,0.000000
6,0,3,10,0,13,b,0.000000
6,0,4,2,0,10,b,0.000000
6,0,4,2,0,10,b,0.000000
6,0,4,11,0,12,b,0.000000
6,0,4,11,0,12,b,0.000000
6,0,5,2,0,11,b,0.000000
6,0,5,2,0,11,b,0.000000
6,0,5,11,0,13,b,0.000000
6,0,5,11,0,13,b,0.000000
6,0,6,3,0,10,b,0.000000
6,0,6,3,0,10,b,0.000000
6,0,6,12,0,12,b,0.000000
6,0,6,12,0,12,b,0.000000
6,0,7,3,0,11,b,0.000000
6,0,7,3,0,11,b,0.000000
6,0,7,12,0,13,b,0.000000
6,0,7,12,0,13,b,0.000000
6,0,8,4,0,10,b,0.000000
6,0,8,4,0,10,b,0.000000
6,0,8,13,0,12,b,0.000000
6,0,8,13,0,12,b,0.000000
6,0,9,4,0,11,b,0.000000
6,0,9,4,0,11,b,0.000000
6,0,9,13,0,13,b,0.000000
6,0,9,13,0,13,b,0.000000
6,0,10,5,0,10,b,0.000000
6,0,10,5,0,10,b,0.000000
6,0,10,14,0,12,b,0.000000
6,0,10,14,0,12,b,0.000000
6,0,11,5,0,11,b,0.000000
6,0,11,5,0,11,b,0.000000
6,0,11,14,0,13,b,0.000000
6,0,11,14,0,13,b,0.000000
6,0,12,7,0,12,b,0.000000
6,0,12,7,0,12,b,0.000000
6,0,13,7,0,13,b,0.000000
6,0,13,7,0,13,b,0.000000
6,0,14,8,0,12,b,0.000000
6,0,14,8,0,12,b,0.000000
6,0,15,8,0,13,b,0.000000
6,0,15,8,0,13,b,0.000000
6,1,0,0,1,10,b,0.011341
6,1,0,0,1,10,b,0.011326
6,1,0,9,1,12,b,0.000000
6,1,0,9,1,12,b,0.000000
6,1,1,0,1,11,b,0.017004
6,1,1,0,1,11,b,0.018811
6,1,1,9,1,13,b,0.000000
6,1,1,9,1,13,b,0.000000
6,1,2,1,1,10,b,0.013578
6,1,2,1,1,10,b,0.013455
6,1,2,10,1,12,b,0.000000
6,1,2,10,1,12,b,0.000000
6,1,3,1,1,11,b,0.016415
6,1,3,1,1,11,b,0.014167
6,1,3,10,1,13,b,0.000000
6,1,3,10,1,13,b,0.000000
6,1,4,2,1,10,b,0.000000
6,1,4,2,1,10,b,0.000000
6,1,4,11,1,12,b,0.000000
6,1,4,11,1,12,b,0.000000
6,1,5,2,1,11,b,0.000000
6,1,5,2,1,11,b,0.000000
6,1,5,11,1,13,b,0.000000
6,1,5,11,1,13,b,0.000000
6,1,6,3,1,10,b,0.000000
6,1,6,3,1,10,b,0.000000
6,1,6,12,1,12,b,0.000000
6,1,6,12,1,12,b,0.000000
6,1,7,3,1,11,b,0.000000
6,1,7,3,1,11,b,0.000000
6,1,7,12,1,13,b,0.000000
6,1,7,12,1,13,b,0.000000
6,1,8,4,1,10,b,0.000000
6,1,8,4,1,10,b,0.000000
6,1,8,13,1,12,b,0.000000
6,1,8,13,1,12,b,0.000000
6,1,9,4,1,11,b,0.000000
6,1,9,4,1,11,b,0.000000
6,1,9,13,1,13,b,0.000000
6,1,9,13,1,13,b,0.000000
6,1,10,5,1,10,b,0.000000
6,1,10,5,1,10,b,0.000000
6,1,10,14,1,12,b,0.000000
6,1,10,14,1,12,b,0.000000
6,1,11,5,1,11,b,0.000000
6,1,11,5,1,11,b,0.000000
6,1,11,14,1,13,b,0.000000
6,1,11,14,1,13,b,0.000000
6,1,12,7,1,12,b,0.000000
6,1,12,7,1,12,b,0.000000
6,1,13,7,1,13,b,0.000000
6,1,13,7,1,13,b,0.000000
6,1,14,8,1,12,b,0.000000
6,1,14,8,1,12,b,0.000000
6,1,15,8,1,13,b,0.000000
6,1,15,8,1,13,b,0.000000
6,2,0,0,2,10,b,0.017459
6,2,0,0,2,10,b,0.014583
6,2,0,9,2,12,b,0.000000
6,2,0,9,2,12,b,0.000000
6,2,1,0,2,11,b,0.014496
6,2,1,0,2,11,b,0.012947
6,2,1,9,2,13,b,0.000000
6,2,1,9,2,13,b,0.000000
6,2,2,1,2,10,b,0.015842
6,2,2,1,2,10,b,0.012710
6,2,2,10,2,12,b,0.000000
6,2,2,10,2,12,b,0.000000
6,2,3,1,2,11,b,0.019990
6,2,3,1,2,11,b,0.017351
6,2,3,10,2,13,b,0.000000
6,2,3,10,2,13,b,0.000000
6,2,4,2,2,10,b,0.000000
6,2,4,2,2,10,b,0.000000
6,2,4,11,2,12,b,0.000000
6,2,4,11,2,12,b,0.000000
6,2,5,2,2,11,b,0.000000
6,2,5,2,2,11,b,0.000000
6,2,5,11,2,13,b,0.000000
6,2,5,11,2,13,b,0.000000
6,2,6,3,2,10,b,0.000000
6,2,6,3,2,10,b,0.000000
6,2,6,12,2,12,b,0.000000
6,2,6,12,2,12,b,0.000000
6,2,7,3,2,11,b,0.000000
6,2,7,3,2,11,b,0.000000
6,2,7,12,2,13,b,0.000000
6,2,7,12,2,13,b,0.000000
6,2,8,4,2,10,b,0.000000
6,2,8,4,2,10,b,0.000000
6,2,8,13,2,12,b,0.000000
6,2,8,13,2,12,b,0.000000
6,2,9,4,2,11,b,0.000000
6,2,9,4,2,11,b,0.000000
6,2,9,13,2,13,b,0.000000
6,2,9,13,2,13,b,0.000000
6,2,10,5,2,10,b,0.000000
6,2,10,5,2,10,b,0.000000
6,2,10,14,2,12,b,0.000000
6,2,10,14,2,12,b,0.000000
6,2,11,5,2,11,b,0.000000
6,2,11,5,2,11,b,0.000000
6,2,11,14,2,13,b,0.000000
6,2,11,14,2,13,b,0.000000
6,2,12,7,2,12,b,0.000000
6,2,12,7,2,12,b,0.000000
6,2,13,7,2,13,b,0.000000
6,2,13,7,2,13,b,0.000000
6,2,14,8,2,12,b,0.000000
6,2,14,8,2,12,b,0.000000
6,2,15,8,2,13,b,0.000000
6,2,15,8,2,13,b,0.000000
6,3,0,0,3,10,b,0.012680
6,3,0,0,3,10,b,0.012917
6,3,0,9,3,12,b,0.000000
6,3,0,9,3,12,b,0.000000
6,3,1,0,3,11,b,0.020179
6,3,1,0,3,11,b,0.016575
6,3,1,9,3,13,b,0.000000
6,3,1,9,3,13,b,0.000000
6,3,2,1,3,10,b,0.011943
6,3,2,1,3,10,b,0.018086
6,3,2,10,3,12,b,0.000000
6,3,2,10,3,12,b,0.000000
6,3,3,1,3,11,b,0.018400
6,3,3,1,3,11,b,0.016470
6,3,3,10,3,13,b,0.000000
6,3,3,10,3,13,b,0.000000
6,3,4,2,3,10,b,0.000000
6,3,4,2,3,10,b,0.000000
6,3,4,11,3,12,b,0.000000
6,3,4,11,3,12,b,0.000000
6,3,5,2,3,11,b,0.000000
6,3,5,2,3,11,b,0.000000
6,3,5,11,3,13,b,0.000000
6,3,5,11,3,13,b,0.000000
6,3,6,3,3,10,b,0.000000
6,3,6,3,3,10,b,0.000000
6,3,6,12,3,12,b,0.000000
6,3,6,12,3,12,b,0.000000
6,3,7,3,3,11,b,0.000000
6,3,7,3,3,11,b,0.000000
6,3,7,12,3,13,b,0.000000
6,3,7,12,3,13,b,0.000000
6,3,8,4,3,10,b,0.000000
6,3,8,4,3,10,b,0.000000
6,3,8,13,3,12,b,0.000000
6,3,8,13,3,12,b,0.000000
6,3,9,4,3,11,b,0.000000
6,3,9,4,3,11,b,0.000000
6,3,9,13,3,13,b,0.000000
6,3,9,13,3,13,b,0.000000
6,3,10,5,3,10,b,0.000000
6,3,10,5,3,10,b,0.000000
6,3,10,14,3,12,b,0.000000
6,3,10,14,3,12,b,0.000000
6,3,11,5,3,11,b,0.000000
6,3,11,5,3,11,b,0.000000
6,3,11,14,3,13,b,0.000000
6,3,11,14,3,13,b,0.000000
6,3,12,7,3,12,b,0.000000
6,3,12,7,3,12,b,0.000000
6,3,13,7,3,13,b,0.000000
6,3,13,7,3,13,b,0.000000
6,3,14,8,3,12,b,0.000000
6,3,14,8,3,12,b,0.000000
6,3,15,8,3,13,b,0.000000
6,3,15,8,3,13,b,0.000000
6,4,0,0,4,10,b,0.014084
6,4,0,0,4,10,b,0.017360
6,4,0,9,4,12,b,0.000000
6,4,0,9,4,12,b,0.000000
6,4,1,0,4,11,b,0.016754
6,4,1,0,4,11,b,0.015790
6,4,1,9,4,13,b,0.000000
6,4,1,9,4,13,b,0.000000
6,4,2,1,4,10,b,0.015498
6,4,2,1,4,10,b,0.014199
6,4,2,10,4,12,b,0.000000
6,4,2,10,4,12,b,0.000000
6,4,3,1,4,11,b,0.015597
6,4,3,1,4,11,b,0.017573
6,4,3,10,4,13,b,0.000000
6,4,3,10,4,13,b,0.000000
6,4,4,2,4,10,b,0.000000
6,4,4,2,4,10,b,0.000000
6,4,4,11,4,12,b,0.000000
6,4,4,11,4,12,b,0.000000
6,4,5,2,4,11,b,0.000000
6,4,5,2,4,11,b,0.000000
6,4,5,11,4,13,b,0.000000
6,4,5,11,4,13,b,0.000000
6,4,6,3,4,10,b,0.000000
6,4,6,3,4,10,b,0.000000
6,4,6,12,4,12,b,0.000000
6,4,6,12,4,12,b,0.000000
6,4,7,3,4,11,b,0.000000
6,4,7,3,4,11,b,0.000000
6,4,7,12,4,13,b,0.000000
6,4,7,12,4,13,b,0.000000
6,4,8,4,4,10,b,0.000000
6,4,8,4,4,10,b,0.000000
6,4,8,13,4,12,b,0.000000
6,4,8,13,4,12,b,0.000000
6,4,9,4,4,11,b,0.000000
6,4,9,4,4,11,b,0.000000
6,4,9,13,4,13,b,0.000000
6,4,9,13,4,13,b,0.000000
6,4,10,5,4,10,b,0.000000
6,4,10,5,4,10,b,0.000000
6,4,10,14,4,12,b,0.000000
6,4,10,14,4,12,b,0.000000
6,4,11,5,4,11,b,0.000000
6,4,11,5,4,11,b,0.000000
6,4,11,14,4,13,b,0.000000
6,4,11,14,4,13,b,0.000000
6,4,12,7,4,12,b,0.000000
6,4,12,7,4,12,b,0.000000
6,4,13,7,4,13,b,0.000000
6,4,13,7,4,13,b,0.000000
6,4,14,8,4,12,b,0.000000
6,4,14,8,4,12,b,0.000000
6,4,15,8,4,13,b,0.000000
6,4,15,8,4,13,b,0.000000
6,5,0,0,5,10,b,0.011791
6,5,0,0,5,10,b,0.012689
6,5,0,9,5,12,b,0.000000
6,5,0,9,5,12,b,0.000000
6,5,1,0,5,11,b,0.016264
6,5,1,0,5,11,b,0.014706
6,5,1,9,5,13,b,0.000000
6,5,1,9,5,13,b,0.000000
6,5,2,1,5,10,b,0.017224
6,5,2,1,5,10,b,0.018325
6,5,2,10,5,12,b,0.000000
6,5,2,10,5,12,b,0.000000
6,5,3,1,5,11,b,0.017536
6,5,3,1,5,11,b,0.022765
6,5,3,10,5,13,b,0.000000
6,5,3,10,5,13,b,0.000000
6,5,4,2,5,10,b,0.000000
6,5,4,2,5,10,b,0.000000
6,5,4,11,5,12,b,0.000000
6,5,4,11,5,12,b,0.000000
6,5,5,2,5,11,b,0.000000
6,5,5,2,5,11,b,0.000000
6,5,5,11,5,13,b,0.000000
6,5,5,11,5,13,b,0.000000
6,5,6,3,5,10,b,0.000000
6,5,6,3,5,10,b,0.000000
6,5,6,12,5,12,b,0.000000
6,5,6,12,5,12,b,0.000000
6,5,7,3,5,11,b,0.000000
6,5,7,3,5,11,b,0.000000
6,5,7,12,5,13,b,0.000000
6,5,7,12,5,13,b,0.000000
6,5,8,4,5,10,b,0.000000
6,5,8,4,5,10,b,0.000000
6,5,8,13,5,12,b,0.000000
6,5,8,13,5,12,b,0.000000
6,5,9,4,5,11,b,0.000000
6,5,9,4,5,11,b,0.000000
6,5,9,13,5,13,b,0.000000
6,5,9,13,5,13,b,0.000000
6,5,10,5,5,10,b,0.000000
6,5,10,5,5,10,b,0.000000
6,5,10,14,5,12,b,0.000000
6,5,10,14,5,12,b,0.000000
6,5,11,5,5,11,b,0.000000
6,5,11,5,5,11,b,0.000000
6,5,11,14,5,13,b,0.000000
6,5,11,14,5,13,b,0.000000
6,5,12,7,5,12,b,0.000000
6,5,12,7,5,12,b,0.000000
6,5,13,7,5,13,b,0.000000
6,5,13,7,5,13,b,0.000000
6,5,14,8,5,12,b,0.000000
6,5,14,8,5,12,b,0.000000
6,5,15,8,5,13,b,0.000000
6,5,15,8,5,13,b,0.000000
7,0,0,0,0,12,b,0.046523
7,0,0,0,0,12,b,0.017862
7,0,0,9,0,14,b,0.000000
7,0,0,9,0,14,b,0.000000
7,0,1,0,0,13,b,0.022167
7,0,1,0,0,13,b,0.019672
7,0,1,9,0,15,b,0.000000
7,0,1,9,0,15,b,0.000000
7,0,2,1,0,12,b,0.020733
7,0,2,1,0,12,b,0.018468
7,0,2,10,0,14,b,0.000000
7,0,2,10,0,14,b,0.000000
7,0,3,1,0,13,b,0.026638
7,0,3,1,0,13,b,0.024542
7,0,3,10,0,15,b,0.000000
7,0,3,10,0,15,b,0.000000
7,0,4,2,0,12,b,0.000000
7,0,4,2,0,12,b,0.000000
7,0,4,11,0,14,b,0.000000
7,0,4,11,0,14,b,0.000000
7,0,5,2,0,13,b,0.000000
7,0,5,2,0,13,b,0.000000
7,0,5,11,0,15,b,0.000000
7,0,5,11,0,15,b,0.000000
7,0,6,3,0,12,b,0.000000
7,0,6,3,0,12,b,0.000000
7,0,6,12,0,14,b,0.000000
7,0,6,12,0,14,b,0.000000
7,0,7,3,0,13,b,0.000000
7,0,7,3,0,13,b,0.000000
7,0,7,12,0,15,b,0.000000
7,0,7,12,0,15,b,0.000000
7,0,8,4,0,12,b,0.000000
7,0,8,4,0,12,b,0.000000
7,0,8,13,0,14,b,0.000000
7,0,8,13,0,14,b,0.000000
7,0,9,4,0,13,b,0.000000
7,0,9,4,0,13,b,0.000000
7,0,9,13,0,15,b,0.000000
7,0,9,13,0,15,b,0.000000
7,0,10,5,0,12,b,0.000000
7,0,10,5,0,12,b,0.000000
7,0,10,14,0,14,b,0.000000
7,0,10,14,0,14,b,0.000000
7,0,11,5,0,13,b,0.000000
7,0,11,5,0,13,b,0.000000
7,0,11,14,0,15,b,0.000000
7,0,11,14,0,15,b,0.000000
7,0,12,6,0,12,b,0.000000
7,0,12,6,0,12,b,0.000000
7,0,13,6,0,13,b,0.000000
7,0,13,6,0,13,b,0.000000
7,0,14,8,0,14,b,0.000000
7,0,14,8,0,14,b,0.000000
7,0,15,8,0,15,b,0.000000
7,0,15,8,0,15,b,0.000000
7,1,0,0,1,12,b,0.056680
7,1,0,0,1,12,b,0.028494
7,1,0,9,1,14,b,0.000000
7,1,0,9,1,14,b,0.000000
7,1,1,0,1,13,b,0.015953
7,1,1,0,1,13,b,0.022873
7,1,1,9,1,15,b,0.000000
7,1,1,9,1,15,b,0.000000
7,1,2,1,1,12,b,0.031510
7,1,2,1,1,12,b,0.022784
7,1,2,10,1,14,b,0.000000
7,1,2,10,1,14,b,0.000000
7,1,3,1,1,13,b,0.031531
7,1,3,1,1,13,b,0.023873
7,1,3,10,1,15,b,0.000000
7,1,3,10,1,15,b,0.000000
7,1,4,2,1,12,b,0.000000
7,1,4,2,1,12,b,0.000000
7,1,4,11,1,14,b,0.000000
7,1,4,11,1,14,b,0.000000
7,1,5,2,1,13,b,0.000000
7,1,5,2,1,13,b,0.000000
7,1,5,11,1,15,b,0.000000
7,1,5,11,1,15,b,0.000000
7,1,6,3,1,12,b,0.000000
7,1,6,3,1,12,b,0.000000
7,1,6,12,1,14,b,0.000000
7,1,6,12,1,14,b,0.000000
7,1,7,3,1,13,b,0.000000
7,1,7,3,1,13,b,0.000000
7,1,7,12,1,15,b,0.000000
7,1,7,12,1,15,b,0.000000
7,1,8,4,1,12,b,0.000000
7,1,8,4,1,12,b,0.000000
7,1,8,13,1,14,b,0.000000
7,1,8,13,1,14,b,0.000000
7,1,9,4,1,13,b,0.000000
7,1,9,4,1,13,b,0.000000
7,1,9,13,1,15,b,0.000000
7,1,9,13,1,15,b,0.000000
7,1,10,5,1,12,b,0.000000
7,1,10,5,1,12,b,0.000000
7,1,10,14,1,14,b,0.000000
7,1,10,14,1,14,b,0.000000
7,1,11,5,1,13,b,0.000000
7,1,11,5,1,13,b,0.000000
7,1,11,14,1,15,b,0.000000
7,1,11,14,1,15,b,0.000000
7,1,12,6,1,12,b,0.000000
7,1,12,6,1,12,b,0.000000
7,1,13,6,1,13,b,0.000000
7,1,13,6,1,13,b,0.000000
7,1,14,8,1,14,b,0.000000
7,1,14,8,1,14,b,0.000000
7,1,15,8,1,15,b,0.000000
7,1,15,8,1,15,b,0.000000
7,2,0,0,2,12,b,0.026277
7,2,0,0,2,12,b,0.034450
7,2,0,9,2,14,b,0.000000
7,2,0,9,2,14,b,0.000000
7,2,1,0,2,13,b,0.021728
7,2,1,0,2,13,b,0.017541
7,2,1,9,2,15,b,0.000000
7,2,1,9,2,15,b,0.000000
7,2,2,1,2,12,b,0.021288
7,2,2,1,2,12,b,0.021001
7,2,2,10,2,14,b,0.000000
7,2,2,10,2,14,b,0.000000
7,2,3,1,2,13,b,0.027678
7,2,3,1,2,13,b,0.015546
7,2,3,10,2,15,b,0.000000
7,2,3,10,2,15,b,0.000000
7,2,4,2,2,12,b,0.000000
7,2,4,2,2,12,b,0.000000
7,2,4,11,2,14,b,0.000000
7,2,4,11,2,14,b,0.000000
7,2,5,2,2,13,b,0.000000
7,2,5,2,2,13,b,0.000000
7,2,5,11,2,15,b,0.000000
7,2,5,11,2,15,b,0.000000
7,2,6,3,2,12,b,0.000000
7,2,6,3,2,12,b,0.000000
7,2,6,12,2,14,b,0.000000
7,2,6,12,2,14,b,0.000000
7,2,7,3,2,13,b,0.000000
7,2,7,3,2,13,b,0.000000
7,2,7,12,2,15,b,0.000000
7,2,7,12,2,15,b,0.000000
7,2,8,4,2,12,b,0.000000
7,2,8,4,2,12,b,0.000000
7,2,8,13,2,14,b,0.000000
7,2,8,13,2,14,b,0.000000
7,2,9,4,2,13,b,0.000000
7,2,9,4,2,13,b,0.000000
7,2,9,13,2,15,b,0.000000
7,2,9,13,2,15,b,0.000000
7,2,10,5,2,12,b,0.000000
7,2,10,5,2,12,b,0.000000
7,2,10,14,2,14,b,0.000000
7,2,10,14,2,14,b,0.000000
7,2,11,5,2,13,b,0.000000
7,2,11,5,2,13,b,0.000000
7,2,11,14,2,15,b,0.000000
7,2,11,14,2,15,b,0.000000
7,2,12,6,2,12,b,0.000000
7,2,12,6,2,12,b,0.000000
7,2,13,6,2,13,b,0.000000
7,2,13,6,2,13,b,0.000000
7,2,14,8,2,14,b,0.000000
7,2,14,8,2,14,b,0.000000
7,2,15,8,2,15,b,0.000000
7,2,15,8,2,15,b,0.000000
7,3,0,0,3,12,b,0.042188
7,3,0,0,3,12,b,0.033364
7,3,0,9,3,14,b,0.000000
7,3,0,9,3,14,b,0.000000
7,3,1,0,3,13,b,0.022433
7,3,1,0,3,13,b,0.034194
7,3,1,9,3,15,b,0.000000
7,3,1,9,3,15,b,0.000000
7,3,2,1,3,12,b,0.024313
7,3,2,1,3,12,b,0.019969
7,3,2,10,3,14,b,0.000000
7,3,2,10,3,14,b,0.000000
7,3,3,1,3,13,b,0.023651
7,3,3,1,3,13,b,0.032573
7,3,3,10,3,15,b,0.000000
7,3,3,10,3,15,b,0.000000
7,3,4,2,3,12,b,0.000000
7,3,4,2,3,12,b,0.000000
7,3,4,11,3,14,b,0.000000
7,3,4,11,3,14,b,0.000000
7,3,5,2,3,13,b,0.000000
7,3,5,2,3,13,b,0.000000
7,3,5,11,3,15,b,0.000000
7,3,5,11,3,15,b,0.000000
7,3,6,3,3,12,b,0.000000
7,3,6,3,3,12,b,0.000000
7,3,6,12,3,14,b,0.000000
7,3,6,12,3,14,b,0.000000
7,3,7,3,3,13,b,0.000000
7,3,7,3,3,13,b,0.000000
7,3,7,12,3,15,b,0.000000
7,3,7,12,3,15,b,0.000000
7,3,8,4,3,12,b,0.000000
7,3,8,4,3,12,b,0.000000
7,3,8,13,3,14,b,0.000000
7,3,8,13,3,14,b,0.000000
7,3,9,4,3,13,b,0.000000
7,3,9,4,3,13,b,0.000000
7,3,9,13,3,15,b,0.000000
7,3,9,13,3,15,b,0.000000
7,3,10,5,3,12,b,0.000000
7,3,10,5,3,12,b,0.000000
7,3,10,14,3,14,b,0.000000
7,3,10,14,3,14,b,0.000000
7,3,11,5,3,13,b,0.000000
7,3,11,5,3,13,b,0.000000
7,3,11,14,3,15,b,0.000000
7,3,11,14,3,15,b,0.000000
7,3,12,6,3,12,b,0.000000
7,3,12,6,3,12,b,0.000000
7,3,13,6,3,13,b,0.000000
7,3,13,6,3,13,b,0.000000
7,3,14,8,3,14,b,0.000000
7,3,14,8,3,14,b,0.000000
7,3,15,8,3,15,b,0.000000
7,3,15,8,3,15,b,0.000000
7,4,0,0,4,12,b,0.028958
7,4,0,0,4,12,b,0.023755
7,4,0,9,4,14,b,0.000000
7,4,0,9,4,14,b,0.000000
7,4,1,0,4,13,b,0.018878
7,4,1,0,4,13,b,0.020683
7,4,1,9,4,15,b,0.000000
7,4,1,9,4,15,b,0.000000
7,4,2,1,4,12,b,0.020336
7,4,2,1,4,12,b,0.021959
7,4,2,10,4,14,b,0.000000
7,4,2,10,4,14,b,0.000000
7,4,3,1,4,13,b,0.022244
7,4,3,1,4,13,b,0.024050
7,4,3,10,4,15,b,0.000000
7,4,3,10,4,15,b,0.000000
7,4,4,2,4,12,b,0.000000
7,4,4,2,4,12,b,0.000000
7,4,4,11,4,14,b,0.000000
7,4,4,11,4,14,b,0.000000
7,4,5,2,4,13,b,0.000000
7,4,5,2,4,13,b,0.000000
7,4,5,11,4,15,b,0.000000
7,4,5,11,4,15,b,0.000000
7,4,6,3,4,12,b,0.000000
7,4,6,3,4,12,b,0.000000
7,4,6,12,4,14,b,0.000000
7,4,6,12,4,14,b,0.000000
7,4,7,3,4,13,b,0.000000
7,4,7,3,4,13,b,0.000000
7,4,7,12,4,15,b,0.000000
7,4,7,12,4,15,b,0.000000
7,4,8,4,4,12,b,0.000000
7,4,8,4,4,12,b,0.000000
7,4,8,13,4,14,b,0.000000
7,4,8,13,4,14,b,0.000000
7,4,9,4,4,13,b,0.000000
7,4,9,4,4,13,b,0.000000
7,4,9,13,4,15,b,0.000000
7,4,9,13,4,15,b,0.000000
7,4,10,5,4,12,b,0.000000
7,4,10,5,4,12,b,0.000000
7,4,10,14,4,14,b,0.000000
7,4,10,14,4,14,b,0.000000
7,4,11,5,4,13,b,0.000000
7,4,11,5,4,13,b,0.000000
7,4,11,14,4,15,b,0.000000
7,4,11,14,4,15,b,0.000000
7,4,12,6,4,12,b,0.000000
7,4,12,6,4,12,b,0.000000
7,4,13,6,4,13,b,0.000000
7,4,13,6,4,13,b,0.000000
7,4,14,8,4,14,b,0.000000
7,4,14,8,4,14,b,0.000000
7,4,15,8,4,15,b,0.000000
7,4,15,8,4,15,b,0.000000
7,5,0,0,5,12,b,0.043528
7,5,0,0,5,12,b,0.028990
7,5,0,9,5,14,b,0.000000
7,5,0,9,5,14,b,0.000000
7,5,1,0,5,13,b,0.017330
7,5,1,0,5,13,b,0.050191
7,5,1,9,5,15,b,0.000000
7,5,1,9,5,15,b,0.000000
7,5,2,1,5,12,b,0.029446
7,5,2,1,5,12,b,0.020702
7,5,2,10,5,14,b,0.000000
7,5,2,10,5,14,b,0.000000
7,5,3,1,5,13,b,0.041882
7,5,3,1,5,13,b,0.038996
7,5,3,10,5,15,b,0.000000
7,5,3,10,5,15,b,0.000000
7,5,4,2,5,12,b,0.000000
7,5,4,2,5,12,b,0.000000
7,5,4,11,5,14,b,0.000000
7,5,4,11,5,14,b,0.000000
7,5,5,2,5,13,b,0.000000
7,5,5,2,5,13,b,0.000000
7,5,5,11,5,15,b,0.000000
7,5,5,11,5,15,b,0.000000
7,5,6,3,5,12,b,0.000000
7,5,6,3,5,12,b,0.000000
7,5,6,12,5,14,b,0.000000
7,5,6,12,5,14,b,0.000000
7,5,7,3,5,13,b,0.000000
7,5,7,3,5,13,b,0.000000
7,5,7,12,5,15,b,0.000000
7,5,7,12,5,15,b,0.000000
7,5,8,4,5,12,b,0.000000
7,5,8,4,5,12,b,0.000000
7,5,8,13,5,14,b,0.000000
7,5,8,13,5,14,b,0.000000
7,5,9,4,5,13,b,0.000000
7,5,9,4,5,13,b,0.000000
7,5,9,13,5,15,b,0.000000
7,5,9,13,5,15,b,0.000000
7,5,10,5,5,12,b,0.000000
7,5,10,5,5,12,b,0.000000
7,5,10,14,5,14,b,0.000000
7,5,10,14,5,14,b,0.000000
